"institution","period","euro","doi","backlist_oa","publisher","book_title","isbn","isbn_print","isbn_electronic","license_ref","indexed_in_crossref","doab"
"Åbo Akademi University",2020,6398.4,"10.1515/9783110670714",FALSE,"De Gruyter","Locating the Global","978-3-11-067071-4",NA,"978-3-11-067071-4","http://creativecommons.org/licenses/by-nc-nd/4.0",TRUE,FALSE
"Åbo Akademi University",2020,11160,"10.1163/9789004463288",FALSE,"Brill","A Global Radical Waterfront","978-90-04-46291-5","978-90-04-46291-5","978-90-04-46328-8",NA,TRUE,TRUE
