institution,period,euro,doi,title,payment_date,journal_full_title,publisher,is_hybrid,chf,conversion_rate,snsf_voucher_number,grant_snsf,grant_snsf_related,origin
Swiss National Science Foundation (SNSF),2023,3574.4880107028916,10.3389/fimmu.2023.1268804,Dysregulated monocyte-derived macrophage response to Group B Streptococcus in newborns,2023-10-31,Frontiers in Immunology,Frontiers Media,FALSE,3473.33,0.9717,2023-0988213-2,NA,197618,Chronoshub
Swiss National Science Foundation (SNSF),2023,1324.5034475661212,10.1007/s12672-023-00810-3,Posttraumatic growth and illness perception in survivors of adolescent and young adult cancer,2023-10-31,Discover Oncology,Springer Nature,FALSE,1287.02,0.9717,2939264214,NA,182129,Chronoshub
Swiss National Science Foundation (SNSF),2023,3652.073685293815,10.3389/fnhum.2023.1286393,Comparing neuromotor functions in 45-and 65-year-old adults with 18year-old adolescents,2023-10-31,Frontiers in Human Neuroscience,Frontiers Media,FALSE,3548.72,0.9717,2023-1010397-3,NA,153273,Chronoshub
Swiss National Science Foundation (SNSF),2023,1234.949058351343,10.1098/rsos.231171,"To glide or to swim? A reinvestigation of the enigmatic Wapitisaurus problematicus (Reptilia) from the Early Triassic of British Columbia, Canada",2023-10-31,Royal Society Open Science,The Royal Society,FALSE,1200,0.9717,APC600466014,NA,179401,Chronoshub
Swiss National Science Foundation (SNSF),2023,4040.002058248431,10.1038/s41398-023-02628-7,Plasma endocannabinoids in cocaine dependence and their relation to cerebral metabotropic glutamate receptor 5 density,2023-10-31,Translational Psychiatry,Springer Nature,FALSE,3925.67,0.9717,2939265249,NA,"123516, 146326",Chronoshub
Swiss National Science Foundation (SNSF),2023,1987.2388597303695,10.1371/journal.pone.0293435,The role of muscle degeneration and spinal balance in the pathophysiology of lumbar spinal stenosis: study protocol of a translational approach combining in vivo biomechanical experiments with clinical and radiological parameters,2023-10-31,PLOS ONE,Public Library of Science (PLoS),FALSE,1931,0.9717,PAB363901,NA,204461,Chronoshub
Swiss National Science Foundation (SNSF),2023,2266.615210455902,10.1186/s13063-023-07729-8,Community-based type 2 diabetes care by lay village health workers in rural Lesotho: Protocol for a cluster-randomized trial within the ComBaCaL cohort study (ComBaCaL T2D TwiC),2023-10-31,Trials,BioMed Central,FALSE,2202.47,0.9717,2939264197,NA,207035,Chronoshub
Swiss National Science Foundation (SNSF),2023,5974.09694350108,10.1038/s41467-023-42644-1,Prolonging somatic cell proliferation through constitutive hox gene expression in C. elegans,2023-10-31,Nature Communications,Nature Publishing Group,FALSE,5805.03,0.9717,2939264199,NA,166580,Chronoshub
Swiss National Science Foundation (SNSF),2023,5974.09694350108,10.1038/s41467-023-42685-6,"Fungal antigenic variation using mosaicism and reassortment of subtelomeric genes’ repertoires, potentially mediated by DNA triplexes",2023-10-31,Nature Communications,Nature Publishing Group,FALSE,5805.03,0.9717,2939272215,NA,192802,Chronoshub
Swiss National Science Foundation (SNSF),2023,2058.2484305855714,10.1021/jacsau.3c00567,The Mononuclear Metal-Binding Site of Mo-nitrogenase is not required for activity,2023-10-31,JACS Au,American Chemical Society (ACS),FALSE,2000,0.9717,APC600466848,NA,180544,Chronoshub
Swiss National Science Foundation (SNSF),2023,3796.161366676958,10.1093/ofid/ofad514,T-cell exhaustion in HIV-1/HCV coinfected individuals is reduced following successful treatment of chronic hepatitis C,2023-10-31,Open Forum Infectious Diseases,Oxford University Press,FALSE,3688.73,0.9717,E16325965,NA,"177499, 179571, 201369",Chronoshub
Swiss National Science Foundation (SNSF),2023,5974.09694350108,10.1038/s41467-023-42386-0,mRNA trans-splicing dual AAV vectors for (epi)genome editing and gene therapy,2023-10-31,Nature Communications,Nature Publishing Group,FALSE,5805.03,0.9717,2939254159,NA,213089,Chronoshub
Swiss National Science Foundation (SNSF),2023,1981.0641144386127,10.5194/acp-23-13387-2023,Stratospherically induced circulation changes under the extreme conditions of the no-Montreal-Protocol scenario,2023-10-24,Atmospheric Chemistry and Physics,Copernicus GmbH,FALSE,1925,0.9717,Chronos-PUC-2023-56,NA,"180043, 182239",Chronoshub
Swiss National Science Foundation (SNSF),2023,1347.1235978182567,10.5194/amt-16-4489-2023,Revision of an open-split-based dual-inlet system for elemental and isotope ratio mass spectrometers with a focus on clumped-isotope measurements,2023-10-24,Atmospheric Measurement Techniques,Copernicus GmbH,FALSE,1309,0.9717,AMT-PUC-2023-238,NA,"172550, 198227",Chronoshub
Swiss National Science Foundation (SNSF),2023,3574.4880107028916,10.3389/fneur.2023.1217526,Increased cranio-caudal spinal cord oscillations are the cardinal pathophysiological change in degenerative cervical myelopathy,2023-10-24,Frontiers in Neurology,Frontiers Media,FALSE,3473.33,0.9717,2023-0935838-3,NA,181362,Chronoshub
Swiss National Science Foundation (SNSF),2023,5974.09694350108,10.1038/s41467-023-42391-3,Hydrodynamic regimes modulate nitrogen fixation and the mode of diazotrophy in Lake Tanganyika,2023-10-24,Nature Communications,Nature Publishing Group,FALSE,5805.03,0.9717,2939254214,NA,166589,Chronoshub
Swiss National Science Foundation (SNSF),2023,2305.4029021302867,10.3390/diagnostics13182892,Determination of the diagnostic performance of laboratory tests in the absence of a perfect reference standard: the case of SARS-CoV-2 tests,2023-10-24,Diagnostics,MDPI,FALSE,2240.16,0.9717,2521106,NA,179334,Chronoshub
Swiss National Science Foundation (SNSF),2023,2171.452094267778,10.1192/j.eurpsy.2023.2457,"Exploring the complex relationships between coping strategies, locus of control and self-esteem with psychopathology: structural equation modeling with a special focus on clinical high risk of psychosis",2023-10-24,European Psychiatry,Cambridge University Press,FALSE,2110,0.9717,APC600463957,NA,155951,Chronoshub
Swiss National Science Foundation (SNSF),2023,1857.5692086034785,10.1371/journal.pone.0292310,Feedback control of heart rate during treadmill exercise based on a two-phase response model,2023-10-24,PLOS ONE,Public Library of Science (PLoS),FALSE,1805,0.9717,PAB363589,NA,185351,Chronoshub
Swiss National Science Foundation (SNSF),2023,905.6293094576515,10.5194/mr-4-231-2023,Cryogenic-compatible spherical rotors and stators for magic angle spinning dynamic nuclear polarization,2023-10-24,Magnetic Resonance,Copernicus GmbH,FALSE,880,0.9717,Chronos-PUC-2023-47,NA,201070,Chronoshub
Swiss National Science Foundation (SNSF),2023,2599.1252444170013,10.1186/s13023-023-02917-w,Health-related quality of life in a european sample of adults with early-treated classical PKU,2023-10-24,Orphanet Journal of Rare Diseases,BioMed Central,FALSE,2525.57,0.9717,2939208031,NA,"192706, 184453",Chronoshub
Swiss National Science Foundation (SNSF),2023,463.1058968817536,10.22331/q-2023-10-16-1142,Any consistent coupling between classical gravity and quantum matter is fundamentally irreversible,2023-10-24,Quantum,Verein zur Förderung des Open Access Publizierens in den Quantenwissenschaften,FALSE,450,0.9717,176/2023,NA,208885,Chronoshub
Swiss National Science Foundation (SNSF),2023,2488.288566429968,10.1038/s41598-023-44153-z,Psilocybin-induced changes in cerebral blood flow are associated with acute and baseline inter-individual differences,2023-10-24,Scientific Reports,Nature Publishing Group,FALSE,2417.87,0.9717,2939244165,NA,"161626, 185535",Chronoshub
Swiss National Science Foundation (SNSF),2023,3087.3726458783576,10.7554/elife.90431,Optogenetic activation of visual thalamus generates artificial visual percepts,2023-10-24,eLife,eLife Sciences Publications,FALSE,3000,0.9717,P011590,NA,182504,Chronoshub
Swiss National Science Foundation (SNSF),2023,742.6057425131214,10.3390/jrfm16100454,Deciphering DeFi: A Comprehensive Analysis and Visualization of Risks in Decentralized Finance,2023-10-24,Journal of Risk and Financial Management,MDPI,FALSE,721.59,0.9717,2671256,NA,203617,Chronoshub
Swiss National Science Foundation (SNSF),2023,2305.4029021302867,10.3390/biomedicines11102788,SKAP2—A Molecule at the Crossroads for Integrin Signalling and Immune Cell Migration and Function,2023-10-24,Biomedicines,MDPI,FALSE,2240.16,0.9717,2626488,NA,215022,Chronoshub
Swiss National Science Foundation (SNSF),2023,792.4256457754451,10.5194/hess-27-3733-2023,Technical note: Seamless extraction and analysis of river networks in R,2023-10-24,Hydrology and Earth System Sciences,Copernicus GmbH,FALSE,770,0.9717,Chronos-PUC-2023-57,NA,202010,Chronoshub
Swiss National Science Foundation (SNSF),2023,5974.09694350108,10.1038/s41467-023-42012-z,Integrative solution structure of PTBP1-IRES complex reveals strong compaction and ordering with residual conformational flexibility,2023-10-24,Nature Communications,Nature Publishing Group,FALSE,5805.03,0.9717,2939246107,NA,149921,Chronoshub
Swiss National Science Foundation (SNSF),2023,2312.61706287949,10.1186/s12902-023-01478-0,"Atypical diabetes with spontaneous remission associated with systemic lupus erythematosus in an adolescent girl of African ancestry, a case report",2023-10-24,BMC Endocrine Disorders,BioMed Central,FALSE,2247.17,0.9717,2939247789,NA,140655,Chronoshub
Swiss National Science Foundation (SNSF),2023,5974.09694350108,10.1038/s41467-023-42073-0,Structural basis for triacylglyceride extraction from mycobacterial inner membrane by MFS transporter Rv1410,2023-10-24,Nature Communications,Nature Publishing Group,FALSE,5805.03,0.9717,2939241781,NA,144823,Chronoshub
Swiss National Science Foundation (SNSF),2023,1584.8512915508902,10.5194/angeo-41-409-2023,Inferring neutral winds in the ionospheric transition region from atmospheric-gravity-wave traveling-ionospheric-disturbance (AGW-TID) observations with the EISCAT VHF radar and the Nordic Meteor Radar Cluster,2023-10-24,Annales Geophysicae,European Geosciences Union,FALSE,1540,0.9717,Chronos-PUC-2023-55,NA,200517,Chronoshub
Swiss National Science Foundation (SNSF),2023,2709.9619224040343,10.1186/s13071-023-05990-z,"Taxonomic and molecular characterization of a new entomopathogenic nematode species, Heterorhabditis casmirica n. sp., and whole genome sequencing of its associated bacterial symbiont",2023-10-24,Parasites & Vectors,BioMed Central,FALSE,2633.27,0.9717,2939241088,NA,186094,Chronoshub
Swiss National Science Foundation (SNSF),2023,1396.5421426366163,10.3389/fams.2023.1265254,EXAMINING SHARE REPURCHASE EXECUTIONS: INSIGHTS AND SYNTHESIS FROM THE EXISTING LITERATURE,2023-10-24,Frontiers in Applied Mathematics and Statistics,Frontiers Media,FALSE,1357.02,0.9717,2023-0984335-2,NA,174853,Chronoshub
Swiss National Science Foundation (SNSF),2023,3652.073685293815,10.3389/fcell.2023.1286280,Bone marrow stromal cells in Modic type 1 changes promote neurite outgrowth,2023-10-24,Frontiers in Cell and Developmental Biology,Frontiers Media,FALSE,3548.72,0.9717,2023-1007971-2,NA,207989,Chronoshub
Swiss National Science Foundation (SNSF),2023,2488.288566429968,10.1038/s41598-023-44356-4,Acute stress impacts reaction times in older but not in young adults in a flanker task,2023-10-24,Scientific Reports,Nature Publishing Group,FALSE,2417.87,0.9717,2939252635,NA,185901,Chronoshub
Swiss National Science Foundation (SNSF),2023,2571.410929299166,10.3390/ijms242015382,Non-steroidal estrogens inhibit influenza virus by interacting with hemagglutinin and preventing viral fusion,2023-10-24,International Journal of Molecular Sciences,MDPI,FALSE,2498.64,0.9717,2665367,NA,193289,Chronoshub
Swiss National Science Foundation (SNSF),2023,2238.900895338067,10.3389/fimmu.2023.1248919,Nivolumab-induced Diabetes Mellitus - a case report with literature review of the treatment options,2023-10-24,Frontiers in Immunology,Frontiers Media,FALSE,2175.54,0.9717,2023-0968686-2,NA,212319,Chronoshub
Swiss National Science Foundation (SNSF),2023,1934.105176494803,10.1186/s40517-023-00271-5,Reactivation of variably sealed joints and permeability enhancement in geothermal reservoir rocks,2023-10-24,Geothermal Energy,Springer Nature,FALSE,1879.37,0.9717,2939250259,NA,201611,Chronoshub
Swiss National Science Foundation (SNSF),2023,3574.4880107028916,10.3389/fimmu.2023.1255292,"Recombinant C1 inhibitor in the prevention of severe COVID-19: a randomized, open-label, multi-center phase IIa trial",2023-10-24,Frontiers in Immunology,Frontiers Media,FALSE,3473.33,0.9717,2023-0975775-3,NA,198403,Chronoshub
Swiss National Science Foundation (SNSF),2023,2826.3352886693424,10.1016/j.jbc.2023.105376,The Legionella autoinducer LAI-1 is delivered by outer membrane vesicles to promote inter-bacterial and inter-kingdom signaling,2023-10-24,Journal of Biological Chemistry,Elsevier,FALSE,2746.35,0.9717,OAD0000353651,NA,"175557, 200706",Chronoshub
Swiss National Science Foundation (SNSF),2023,3087.3726458783576,10.1021/jacsau.3c00457,Surface chemistry dictates the enhancement of luminescence and stability of InP QDs upon c-ALD ZnO hybrid shell growth,2023-10-24,JACS Au,American Chemical Society (ACS),FALSE,3000,0.9717,APC600465171,NA,180544,Chronoshub
Swiss National Science Foundation (SNSF),2023,2969.0233611196873,10.1136/bmjopen-2023-073345,Multimodal personalized executive function intervention (E-Fit) for school-age children with complex congenital heart disease: protocol for a randomized controlled feasibility study,2023-10-23,BMJ Open,BMJ Publishing Group,FALSE,2885,0.9717,APC600458966,NA,172914,Chronoshub
Swiss National Science Foundation (SNSF),2023,1934.105176494803,10.1140/epjqt/s40507-023-00199-6,Performance of high impedance resonators in dirty dielectric environments,2023-10-23,EPJ Quantum Technology,Springer Nature,FALSE,1879.37,0.9717,2939235266,NA,"192027, 180604",Chronoshub
Swiss National Science Foundation (SNSF),2023,5974.09694350108,10.1038/s41467-023-41753-1,Mild replication stress causes premature centriole disengagement via a sub-critical Plk1 activity under the control of ATR-Chk1,2023-10-23,Nature Communications,Nature Publishing Group,FALSE,5805.03,0.9717,2939215764,NA,"179413, 208052",Chronoshub
Swiss National Science Foundation (SNSF),2023,3936.400123494906,10.1126/sciadv.adh0322,Inactivation of the tumor suppressor gene Apc synergizes with H. pylori to induce DNA damage in murine gastric stem and progenitor cells,2023-10-23,Science Advances,American Association for the Advancement of Science,FALSE,3825,0.9717,APC600462069,NA,192490,Chronoshub
Swiss National Science Foundation (SNSF),2023,1424.256457754451,10.3389/feduc.2023.1287273,External assessment of teachers'''' roles during children''''s free play and its relation to types of children''''s play,2023-10-23,Frontiers in Education,Frontiers Media,FALSE,1383.95,0.9717,2023-1009178-2,NA,192422,Chronoshub
Swiss National Science Foundation (SNSF),2023,1800.9673767623751,10.1093/evlett/qrad046,Asynchronous life cycles contribute to reproductive isolation between two Alpine butterflies,2023-10-23,Evolution Letters,Oxford University Press,FALSE,1750,0.9717,SOA23LT001040,NA,184934,Chronoshub
Swiss National Science Foundation (SNSF),2023,3485.8186683132653,10.1038/s42003-023-05410-z,Mycorrhizal feedbacks influence global forest structure and diversity,2023-10-23,Communications Biology,Springer Nature,FALSE,3387.17,0.9717,2939239601,NA,209925,Chronoshub
Swiss National Science Foundation (SNSF),2023,3936.400123494906,10.1126/sciadv.adj1022,Angiosperm phylogenetic diversity is lower in Africa than South America,2023-10-23,Science Advances,American Association for the Advancement of Science,FALSE,3825,0.9717,APC600459575,NA,188498,Chronoshub
Swiss National Science Foundation (SNSF),2023,2406.823093547391,10.1186/s12877-023-04335-w,Implementation of interprofessional quality circles on deprescribing in Swiss nursing homes: an observational study,2023-10-23,BMC Geriatrics,BioMed Central,FALSE,2338.71,0.9717,2939227646,NA,167509,Chronoshub
Swiss National Science Foundation (SNSF),2023,5974.09694350108,10.1038/s41467-023-41601-2,Strong signature of electron-vibration coupling in molecules on Ag(111) triggered by tip-gated discharging,2023-10-23,Nature Communications,Nature Publishing Group,FALSE,5805.03,0.9717,2939213026,NA,"188445, 204053, 180604",Chronoshub
Swiss National Science Foundation (SNSF),2023,3097.8902953586494,10.3389/fphy.2023.1285986,Interplay between improved particle rates and modified cosmological histories for dark matter,2023-10-23,Frontiers in Physics,Frontiers Media,FALSE,3010.22,0.9717,2023-1007660-2,NA,185783,Chronoshub
Swiss National Science Foundation (SNSF),2023,4026.4484923330247,10.1093/bioinformatics/btad296,PascalX: a Python library for GWAS gene and pathway enrichment tests,2023-10-23,Bioinformatics,Oxford University Press,FALSE,3912.5,0.9717,Reimbursement E16129687,NA,176138,Chronoshub
Swiss National Science Foundation (SNSF),2023,2124.194710301533,10.1186/s40360-023-00687-6,Population pharmacokinetic analysis of lopinavir in HIV negative individuals exposed to SARS-CoV-2: a COPEP (COronavirus Post-Exposure Prophylaxis) sub-study,2023-10-23,BMC Pharmacology and Toxicology,BioMed Central,FALSE,2064.08,0.9717,2939213009,NA,166819,Chronoshub
Swiss National Science Foundation (SNSF),2023,1601.595142533704,10.1140/epjds/s13688-023-00416-3,Bayesian Inference of Transition Matrices from Incomplete Graph Data with a Topological Prior,2023-10-23,EPJ Data Science,EDP Sciences,FALSE,1556.27,0.9717,2939235428,NA,176938,Chronoshub
Swiss National Science Foundation (SNSF),2023,3796.161366676958,10.1093/ofid/ofac538,Factors Associated With Liver Steatosis in People With Human Immunodeficiency Virus on Contemporary Antiretroviral Therapy,2023-10-23,Open Forum Infectious Diseases,Oxford University Press,FALSE,3688.73,0.9717,E15597462,NA,"211025, 176944",Chronoshub
Swiss National Science Foundation (SNSF),2023,3158.8453226304414,10.1016/j.dcn.2023.101310,Neural evidence for procedural automatization during cognitive development: Intraparietal response to changes in very-small addition problem-size increases with age,2023-10-23,Developmental Cognitive Neuroscience,Elsevier,FALSE,3069.45,0.9717,OAD0000348286,NA,182174,Chronoshub
Swiss National Science Foundation (SNSF),2023,2427.323247916024,10.1016/j.ijpddr.2023.10.001,Trichuris muris egg-hatching assay for anthelminthic drug discovery and characterization,2023-10-23,International Journal of Parasitology: Drugs and Drug Resistance,Elsevier,FALSE,2358.63,0.9717,OAD0000349634,NA,175585,Chronoshub
Swiss National Science Foundation (SNSF),2023,2379.335185756921,10.3389/fevo.2023.1267705,Potential fitness consequences of roosting spatiotemporal selection in an endangered endemic damselfly: conservation implications,2023-10-23,Frontiers in Ecology and Evolution,Frontiers Media,FALSE,2312,0.9717,2023-0986921-2,NA,191139,Chronoshub
Swiss National Science Foundation (SNSF),2023,3574.4880107028916,10.3389/fphar.2023.1140656,A pilot study of cerebral metabolism and serotonin 5HT2A receptor occupancy in rats treated with the psychedelic tryptamine DMT in conjunction with the MAO inhibitor harmine,2023-10-23,Frontiers in Pharmacology,Frontiers Media,FALSE,3473.33,0.9717,2023-0846168-6,NA,204978,Chronoshub
Swiss National Science Foundation (SNSF),2023,847.9057322218791,10.3389/fanim.2023.1195710,Exploring animal breeding through the lenses of authoritarian and liberal eugenics: why some breeding practices are wrong and what could be new ethical standards?,2023-10-23,Frontiers in Animal Science,Frontiers Media,FALSE,823.91,0.9717,2023-0981696-1,NA,100000001-206432,Chronoshub
Swiss National Science Foundation (SNSF),2023,2984.460224349079,10.1128/spectrum.00954-23,In vitro antibacterial activity of dinuclear thiolato-bridged ruthenium(II)-arene compounds,2023-10-23,MICROBIOLOGY SPECTRUM,AMER SOC MICROBIOLOGY,FALSE,2900,0.9717,APC600451250B,NA,173718,Chronoshub
Swiss National Science Foundation (SNSF),2023,2355.2845528455287,10.3389/fntpr.2023.1279761,Targeted isolation of natural analogs of anti-mycobacterial hit compounds based on the metabolite profiling of a large collection of plant extracts,2023-10-23,Frontiers in Natural Products,Frontiers Media,FALSE,2288.63,0.9717,2023-1000638-2,NA,189921,Chronoshub
Swiss National Science Foundation (SNSF),2023,2680.8582895955537,10.3389/fphys.2023.1160050,Time course of cerebral oxygenation and cerebrovascular reactivity in Kyrgyz highlanders. A five-year prospective cohort study,2023-10-23,Frontiers in Neurology,Frontiers Media,FALSE,2604.99,0.9717,2023-0868292-2,NA,197706,Chronoshub
Swiss National Science Foundation (SNSF),2023,5974.09694350108,10.1038/s41467-023-41718-4,Efficient magnetic switching in a correlated spin glass,2023-10-23,Nature Communications,Nature Publishing Group,FALSE,5805.03,0.9717,2939221685,NA,170591,Chronoshub
Swiss National Science Foundation (SNSF),2023,2820.798600391067,10.1186/s12877-023-04311-4,Associations of multilingualism and language proficiency with cognitive functioning: epidemiological evidence from the SwissDEM study in community dwelling older adults and long-term care residents,2023-10-23,BMC Geriatrics,BioMed Central,FALSE,2740.97,0.9717,2939215073,NA,184794,Chronoshub
Swiss National Science Foundation (SNSF),2023,2605.948337964392,10.1063/5.0158611,Nonlinear Optical Feature Generator for Machine Learning,2023-10-23,APL Photonics,AIP Publishing LLC,FALSE,2532.2,0.9717,Reimbursement APP23-AR-00408-00808,NA,"179099, 216600",Chronoshub
Swiss National Science Foundation (SNSF),2023,2649.9948543789237,10.1371/journal.pgen.1009978,Tissue-specific inhibition of protein sumoylation uncovers diverse SUMO functions during C. elegans vulval development.,2023-10-23,PLoS Genetics,Public Library of Science (PLoS),FALSE,2575,0.9717,PAB342922,NA,184792,Chronoshub
Swiss National Science Foundation (SNSF),2023,463.1058968817536,10.22331/q-2023-03-20-958,Quantum States of Fields for Quantum Split Sources,2023-10-23,Quantum,Verein zur Förderung des Open Access Publizierens in den Quantenwissenschaften,FALSE,450,0.9717,45/2023,NA,208885,Chronoshub
Swiss National Science Foundation (SNSF),2023,2543.9950602037666,10.1093/bioadv/vbad142,G2GSnake: A Snakemake workflow for host-pathogen genomic association studies,2023-10-23,Bioinformatics Advances,Oxford University Press,FALSE,2472,0.9717,SOA23LT001179,NA,177163,Chronoshub
Swiss National Science Foundation (SNSF),2023,5974.09694350108,10.1038/s41467-023-41801-w,Interferon restores replication fork stability and cell viability in BRCA-defective cells via ISG15,2023-10-23,Nature Communications,Nature Publishing Group,FALSE,5805.03,0.9717,2939223484,NA,184966,Chronoshub
Swiss National Science Foundation (SNSF),2023,3097.8902953586494,10.3389/fevo.2023.1290063,"Solutan echinoderms from the Fezouata Shale Lagerstätte (Lower Ordovician, Morocco): diversity, exceptional preservation, and palaeoecological implications",2023-10-23,Frontiers in Ecology and Evolution,Frontiers Media,FALSE,3010.22,0.9717,2023-1012582-2,NA,209102,Chronoshub
Swiss National Science Foundation (SNSF),2023,463.1058968817536,10.22331/q-2023-10-10-1131,Unbiasing time-dependent Variational Monte Carlo by projected quantum evolution,2023-10-23,Quantum,Verein zur Förderung des Open Access Publizierens in den Quantenwissenschaften,FALSE,450,0.9717,169/2023,NA,200336,Chronoshub
Swiss National Science Foundation (SNSF),2023,2820.798600391067,10.1186/s12874-023-02038-9,Semi-automated assessment of the risk of bias due to missing evidence in network meta-analysis: a guidance paper for the ROB-MEN web-application,2023-10-23,BMC Medical Research Methodology,BioMed Central,FALSE,2740.97,0.9717,2939235437,NA,179158,Chronoshub
Swiss National Science Foundation (SNSF),2023,4450.962231141299,10.1136/bmjment-2023-300694,A tool to assess risk of bias in studies estimating the prevalence of mental health disorders (RoB-PrevMH),2023-10-23,BMJ Mental Health,BMJ Publishing Group,FALSE,4325,0.9717,APC600459099,NA,198418,Chronoshub
Swiss National Science Foundation (SNSF),2023,1323.3919934136052,10.1186/s41235-023-00517-7,Scaling up = Scaling down? Children’s spatial scaling in different perceptual modalities and scaling directions,2023-10-23,Cognitive Research,Springer Nature,FALSE,1285.94,0.9717,2939230919,NA,192206,Chronoshub
Swiss National Science Foundation (SNSF),2023,2931.6352783781003,10.1186/s12888-023-05229-2,The effect of loss incentives on prospective memory in healthy older adults: Study protocol of a randomized controlled trial using ultra-high field fMRI,2023-10-23,BMC Psychiatry,Springer Nature,FALSE,2848.67,0.9717,2939230252,NA,185105,Chronoshub
Swiss National Science Foundation (SNSF),2023,4013.5844396418647,10.1128/mbio.00857-23,Biological hydrogen cyanide emission globally impacts the physiology of both HCN-emitting and HCN-perceiving Pseudomonas,2023-10-23,mBio,American Society for Microbiology,FALSE,3900,0.9717,APC600440103A,NA,"179310, 207917",Chronoshub
Swiss National Science Foundation (SNSF),2023,5974.09694350108,10.1038/s41467-023-42114-8,Distantly related Alteromonas bacteriophages share tail fibers exhibiting properties of transient chaperone caps,2023-10-23,Nature Communications,Nature Publishing Group,FALSE,5805.03,0.9717,2939236750,NA,189957,Chronoshub
Swiss National Science Foundation (SNSF),2023,3042.4719563651333,10.1038/s41524-023-01140-2,Infrared-active phonons in one-dimensional materials and their spectroscopic signatures,2023-10-23,npj Computational Materials,Nature Publishing Group,FALSE,2956.37,0.9717,2939241770,NA,182892,Chronoshub
Swiss National Science Foundation (SNSF),2023,2488.288566429968,10.1038/s41598-023-43000-5,Generation of potent antibacterial compounds through enzymatic and chemical modifications of the trans-δ-viniferin scaffold,2023-10-23,Scientific Reports,Nature Publishing Group,FALSE,2417.87,0.9717,2939217713,NA,182438,Chronoshub
Swiss National Science Foundation (SNSF),2023,5826.386744880107,10.1038/s41467-023-40853-2,Atomic-level structure determination of amorphous molecular solids by NMR,2023-10-23,Nature Communications,Nature Publishing Group,FALSE,5661.5,0.9717,Reimbursement 2939168477,NA,212046,Chronoshub
Swiss National Science Foundation (SNSF),2023,1440.7739014099002,10.5194/essd-15-4519-2023,An integrated and homogenized global surface solar radiation dataset and its reconstruction based on a convolutional neural network approach,2023-10-09,Earth System Science Data,Copernicus GmbH,FALSE,1400,0.9717,Chronos-PUC-2023-54,NA,188601,Chronoshub
Swiss National Science Foundation (SNSF),2023,1972.892868169188,10.3390/toxics11100836,Job-exposure-matrix a methodological solution to retrospectively assess long-term particle exposure in a subway network,2023-10-09,Toxics,MDPI,FALSE,1917.06,0.9717,2611173,NA,177067,Chronoshub
Swiss National Science Foundation (SNSF),2023,2571.410929299166,10.3390/cancers15153961,In Vivo Thermal Ablation of Deep Intrahepatic Targets Using a Super-Convergent MRgHIFU Applicator and a Pseudo-Tumor Model,2023-10-09,Cancers,MDPI,FALSE,2498.64,0.9717,2519382,NA,185308,Chronoshub
Swiss National Science Foundation (SNSF),2023,2549.24359370176,10.3389/ijph.2023.1606428,Care cascades for hypertension in low-income settings: a systematic review and meta-analysis,2023-10-09,International Journal of Public Health,Frontiers Media,FALSE,2477.1,0.9717,2023-SSPH0359352-3,NA,183760,Chronoshub
Swiss National Science Foundation (SNSF),2023,1646.5987444684574,10.5194/cp-19-1847-2023,Multi-proxy speleothem-based reconstruction of mid-MIS 3 climate in South Africa,2023-10-09,Climate of the Past,Copernicus GmbH,FALSE,1600,0.9717,Chronos-PUC-2023-53,NA,159563,Chronoshub
Swiss National Science Foundation (SNSF),2023,2549.24359370176,10.3389/ijph.2023.1606210,Relationship between health literacy and unhealthy lifestyle behaviours in older adults living in Switzerland: does social connectedness matter?,2023-10-09,International Journal of Public Health,Frontiers Media,FALSE,2477.1,0.9717,2023-SSPH0359064-2,NA,185901,Chronoshub
Swiss National Science Foundation (SNSF),2023,2604.661932695276,10.1002/jbm4.10826,Tensile mechanical properties of dry cortical bone extracellular matrix: a comparison among two osteogenesis impertecta and one healthy control iliac crest biopsies,2023-10-09,JBMR Plus,Wiley,FALSE,2530.95,0.9717,7693743,NA,165510,Chronoshub
Swiss National Science Foundation (SNSF),2023,5153.905526397036,10.1016/j.celrep.2023.112986,"FoxM1 coordinates cell division, protein synthesis and mitochondrial activity in a subset of β-cells during acute metabolic stress",2023-10-02,Cell Reports,Elsevier,FALSE,5008.05,0.9717,OAD0000330692,NA,184710,Chronoshub
Swiss National Science Foundation (SNSF),2023,1867.8604507564062,10.1017/jog.2023.77,Tracking coarse sediment in an Alpine subglacial channel using radio-tagged particles,2023-10-02,Journal of Glaciology,Cambridge University Press,FALSE,1815,0.9717,APC600457399,NA,188734,Chronoshub
Swiss National Science Foundation (SNSF),2023,2984.460224349079,10.1128/spectrum.02378-23,Chlamydia suis displays high transformation capacity with complete cloning vector integration into the chromosomal rrn-nqrF plasticity zone,2023-10-02,MICROBIOLOGY SPECTRUM,AMER SOC MICROBIOLOGY,FALSE,2900,0.9717,APC600456081A,NA,177579,Chronoshub
Swiss National Science Foundation (SNSF),2023,2571.410929299166,10.3390/ijms241914726,Effects of adipose-mesenchymal stem cell-derived conditioned medium and TGF-β1 on human keratinocytes in vitro,2023-10-02,International Journal of Molecular Sciences,MDPI,FALSE,2498.64,0.9717,2588213,NA,"207793, 213354",Chronoshub
Swiss National Science Foundation (SNSF),2023,4013.5844396418647,10.1128/msphere.00517-23,Diversity and Evolution of an Abundant ICEclc-Family of Integrative and Conjugative Elements in Pseudomonas aeruginosa,2023-10-02,mSphere,American Society for Microbiology,FALSE,3900,0.9717,APC600457455A,NA,204897,Chronoshub
