institution,period,euro,doi,title,payment_date,journal_full_title,publisher,is_hybrid,chf,conversion_rate,snsf_voucher_number,grant_snsf,grant_snsf_related,origin
Swiss National Science Foundation (SNSF),2025,1296.6915688367128,10.5194/wcd-6-1089-2025,A pan-European analysis of large-scale drivers of severe convective outbreaks,2025-11-11T09:11:00Z,Weather and Climate Dynamics,Copernicus Publications,FALSE,1215,0.937,WCD-PUC-2025-36,NA,201792,Chronoshub
Swiss National Science Foundation (SNSF),2025,2174.0342582710778,10.1093/bioadv/vbaf255,zAMP and zAMPExplorer: Reproducible Scalable Amplicon-based Metagenomics Analysis and Visualization,2025-11-11T08:59:00Z,Bioinformatics Advances,Oxford University Press,FALSE,2037.0701,0.937,SOA25LT014203,NA,"225148, 180575",Chronoshub
Swiss National Science Foundation (SNSF),2025,4009.274279615795,10.1093/europace/euaf275,Adverse Outcomes in Patients with Atrial Fibrillation and a Pacemaker: A Cohort Study,2025-11-11T08:58:00Z,EP Europace,Oxford University Press,TRUE,3756.69,0.937,SOA25LT013930,NA,NA,Chronoshub
Swiss National Science Foundation (SNSF),2025,3201.7075773745996,10.1021/jacsau.5c01211,Chloroalkylation of Unactivated Alkenes via Cobalt-Mediated Radical Ligand Transfer (RLT) Photoredox Catalysis Platform,2025-11-11T08:55:00Z,JACS Au,American Chemical Society,FALSE,3000,0.937,APC600733926,NA,186964,Chronoshub
Swiss National Science Foundation (SNSF),2025,2774.813233724653,10.1097/pr9.0000000000001377,"Unspecified Pain, Chronic Pain and High-Impact Chronic Pain in Lesotho: a Population-based Cross-sectional study",2025-11-11T08:55:00Z,PAIN Reports,Wolters Kluwer,FALSE,2600,0.937,APC600719526,NA,181355,Chronoshub
Swiss National Science Foundation (SNSF),2025,3247.598719316969,10.1371/journal.ppat.1013521,Connecting basal body and mitochondrial DNA: TAC53 and the tubular organization of the tripartite attachment complex,2025-11-11T08:50:00Z,PLoS Pathogens,Public Library of Science,FALSE,3043,0.937,#PAB400754,NA,177096,Chronoshub
Swiss National Science Foundation (SNSF),2025,3247.598719316969,10.1371/journal.pgen.1011912,"C. elegans SAS-1 ensures centriole integrity and ciliary function, and operates with SSNA-1",2025-11-11T08:48:00Z,PLoS Genetics,Public Library of Science,FALSE,3043,0.937,PAB402768,NA,197749,Chronoshub
Swiss National Science Foundation (SNSF),2025,1862.3265741728922,10.1088/1367-2630/ae124e,No quantum advantage for violating fixed-order inequalities?,2025-11-11T08:45:00Z,New Journal of Physics,IOP Publishing,FALSE,1745,0.937,8278054,NA,214808,Chronoshub
Swiss National Science Foundation (SNSF),2025,4557.043756670224,10.1093/jamiaopen/ooaf147,Benchmarking Speech-to-Text Robustness in Noisy Emergency Medical Dialogues: An Evaluation of STT-Models under Realistic Acoustic Conditions,2025-11-11T08:18:00Z,JAMIA Open,Oxford University Press,FALSE,4269.95,0.937,SOA25LT013931,NA,211751,Chronoshub
Swiss National Science Foundation (SNSF),2025,3201.7075773745996,10.1101/2025.09.23.678041,The livebearers platyfish and swordtails partially regenerate their hearts with persistent scarring,2025-11-11T08:14:00Z,eLife,eLife Sciences Publications,FALSE,3000,0.937,RP004821,NA,NA,Chronoshub
Swiss National Science Foundation (SNSF),2025,4855.9231590181425,10.1103/xh3v-tky4,Splitting and connecting singlets in atomic quantum circuits,2025-11-11T08:09:00Z,Physical Review X,American Physical Society,FALSE,4550,0.937,INV/25/SEP/018265,NA,"209376, 212168, 215924",Chronoshub
Swiss National Science Foundation (SNSF),2025,2860.1921024546423,10.1136/bmjopen-2025-100506,Use of Digital Self-Care solutions for diabetes long-term management: a Scoping review protocol,2025-11-11T08:06:00Z,BMJ Open,BMJ Publishing Group,FALSE,2680,0.937,APC600728407,NA,10004965,Chronoshub
Swiss National Science Foundation (SNSF),2025,3634.0981856990393,10.3389/fpsyg.2025.1551210,Audience Effects in Sooty Mangabey Agonistic Behaviour,2025-11-11T07:52:00Z,Frontiers in Psychology,Frontiers Media,FALSE,3405.15,0.937,2025-1320682-4,NA,143359,Chronoshub
Swiss National Science Foundation (SNSF),2025,3634.0981856990393,10.3389/fnhum.2025.1701454,The effects of weight-bearing manipulations on gait and its underlying neural control mechanisms in toe walking children,2025-11-11T07:51:00Z,Frontiers in Human Neuroscience,Frontiers Media,FALSE,3405.15,0.937,2025-1490661-2,NA,200903,Chronoshub
Swiss National Science Foundation (SNSF),2025,3634.0981856990393,10.3389/fnhum.2025.1678940,"Aesthetics, Illusion of Success and Age Interactions: Disentangling Effects in the Closed-Loop Design with Sham Neurofeedback Training",2025-11-11T07:49:00Z,Frontiers in Neuroscience,Frontiers Media,FALSE,3405.15,0.937,2025-1463530-4,NA,208164,Chronoshub
Swiss National Science Foundation (SNSF),2025,3634.0981856990393,10.3389/fimmu.2025.1666600,Allergic manifestations in inborn errors of immunity: a systematic scoping review,2025-11-11T07:47:00Z,Frontiers in Immunology,Frontiers Media,FALSE,3405.15,0.937,2025-1449149-2,NA,205097,Chronoshub
Swiss National Science Foundation (SNSF),2025,2941.889007470651,10.3389/fpain.2025.1686389,Prognostic Value of Activity Patterns and Stress Measures for Persistent Pain and Disability in Acute Neck Pain: A 3-Month Follow-Up Study,2025-11-11T07:46:00Z,Frontiers in Pain Research,Frontiers Media,FALSE,2756.55,0.937,2025-1472641-2,NA,205101,Chronoshub
Swiss National Science Foundation (SNSF),2025,3634.0981856990393,10.3389/fpsyg.2025.1497690,"""That’s just Typical!"" A Qualitative Video Review Study on the Ecological Validity of Couples’ Stress Conversations in the Lab",2025-11-11T07:45:00Z,Frontiers in Psychology,Frontiers Media,FALSE,3405.15,0.937,2024-1304143-2,NA,192420,Chronoshub
Swiss National Science Foundation (SNSF),2025,3974.4397011739593,10.1038/s42005-025-02325-5,Renormalization and low-energy effective models in cavity and circuit quantum electrodynamics,2025-11-05T11:15:00Z,Communications Physics,Springer Nature ,FALSE,3724.05,0.937,2936679102,NA,215172,Chronoshub
Swiss National Science Foundation (SNSF),2025,2820.7577374599787,10.1038/s41598-025-24614-3,Hybrid quantum/classical docking of covalent and non-covalent ligands with Attracting Cavities,2025-11-05T11:15:00Z,Scientific Reports,Springer Nature ,FALSE,2643.05,0.937,2936714618,NA,184993,Chronoshub
Swiss National Science Foundation (SNSF),2025,3512.966915688367,10.1186/s12915-025-02425-2,Establishment of an imaging-based screening pipeline for the identification of human ribosome biogenesis inhibitors,2025-11-05T11:14:00Z,BMC Biology,Springer Nature ,FALSE,3291.65,0.937,2936668930,NA,205601,Chronoshub
Swiss National Science Foundation (SNSF),2025,3974.4397011739593,10.1038/s42005-025-02326-4,Universality in multispecies urban traffic,2025-11-05T11:13:00Z,Communications Physics,Springer Nature ,FALSE,3724.05,0.937,2936686352,NA,188590,Chronoshub
Swiss National Science Foundation (SNSF),2025,6795.186766275347,10.1038/s41467-025-64761-9,Regulation of therapeutic protein release in response to circadian biomarkers,2025-11-05T11:11:00Z,Nature Communications,Springer Nature ,FALSE,6367.09,0.937,2936679137,NA,205608,Chronoshub
Swiss National Science Foundation (SNSF),2025,3201.7075773745996,10.7554/elife.109099,Persistent contacts between Climp63 and microtubules cause mitotic defects and nuclear fragmentation,2025-11-05T11:08:00Z,eLife,eLife Sciences Publications,FALSE,3000,0.937,RP004795,NA,184801,Chronoshub
Swiss National Science Foundation (SNSF),2025,2710.779082177161,10.1107/s2052252525009716,"Obtaining Single Crystals of Cationic Porphyrins in Aqueous Solutions: A Systematic Approach including Nano-Crystallization, Organic Modifiers and Gel Crystallization",2025-11-05T10:58:00Z,IUCrJ,Wiley,FALSE,2540,0.937,E-13669,NA,164018,Chronoshub
Swiss National Science Foundation (SNSF),2025,4855.9231590181425,10.1103/dp5w-qxqc,Attosecond x-ray core-level chronoscopy of aromatic molecules,2025-11-05T10:56:00Z,Physical Review X,American Physical Society,FALSE,4550,0.937,INV/25/NOV/018577,NA,"172946, 204928",Chronoshub
Swiss National Science Foundation (SNSF),2025,2241.1953041622196,10.1099/mgen.0.001545,Genomic investigations in animal enteric disease-associated Clostridium perfringens,2025-11-05T10:53:00Z,Microbial Genomics,Microbiology Society,FALSE,2100,0.937,APC600731289,NA,212837,Chronoshub
Swiss National Science Foundation (SNSF),2025,2249.6798292422623,10.3389/fsufs.2025.1623366,"Mismatches in the coffee value chain: from basic needs to hedonistic lifestyles, Experiences from Brazil, the Democratic Republic of Congo (DRC), and Switzerland",2025-11-05T10:50:00Z,Frontiers in Sustainable Food Systems,Frontiers Media,FALSE,2107.95,0.937,2025-1396947-2,NA,194578,Chronoshub
Swiss National Science Foundation (SNSF),2025,2941.889007470651,10.3389/fpain.2025.1682702,Developing a best practice guide for integrating spiritual care interventions in chronic pain therapy: A qualitative Delphi study,2025-11-05T10:49:00Z,Frontiers in Pain Research,Frontiers Media,FALSE,2756.55,0.937,2025-1468112-4,NA,167507,Chronoshub
Swiss National Science Foundation (SNSF),2025,2476.8517609391674,10.1103/jr65-4273,From pure to mixed: Altermagnets as intrinsic symmetry-breaking indicators,2025-11-05T10:47:00Z,Physical Review Research,American Physical Society,FALSE,2320.8101,0.937,INV/25/OCT/018391,NA,186043,Chronoshub
Swiss National Science Foundation (SNSF),2025,1547.4919957310565,10.1525/collabra.147528,"Post-outcome Valence, Not Emotion Prediction Errors, as a Primary Predictor of Behavior",2025-10-29T12:28:00Z,Collabra: Psychology,University of California Press,FALSE,1450,0.937,APC600730884,NA,"223290, 210892",Chronoshub
Swiss National Science Foundation (SNSF),2025,2501.334044823906,10.1136/bmjopen-2025-100537,A mixed methods process evaluation of ctDNA-use to guide decision making in patients with advanced solid cancers: study protocol for a sub-study of the LIQPLAT trial.,2025-10-29T12:27:00Z,BMJ Open,BMJ Publishing Group,FALSE,2343.75,0.937,APC600727085,NA,229969,Chronoshub
Swiss National Science Foundation (SNSF),2025,1494.1302027748131,10.1162/imag.a.983,"An optimized framework for simultaneous EEG-fMRI at 7T enabling safe, high-quality human brain imaging with millisecond temporal resolution and sub-millimeter spatial resolution",2025-10-29T12:26:00Z,Imaging Neuroscience,Massachusetts Institute of Technology Press,FALSE,1400,0.937,APC600728693,NA,185909,Chronoshub
Swiss National Science Foundation (SNSF),2025,4943.970117395944,10.1126/sciadv.adz6724,Electrical excitation of self-hybridized exciton-polaritons in a van der Waals antiferromagnet,2025-10-29T12:22:00Z,Science Advances,American Association for the Advancement of Science,FALSE,4632.5,0.937,APC600720890,NA,10000938,Chronoshub
Swiss National Science Foundation (SNSF),2025,4943.970117395944,10.1126/sciadv.adz1309,Decoding paradoxical BOLD responses to transcranial ultrasound stimulation with concurrent optoacoustic magnetic resonance imaging,2025-10-29T12:21:00Z,Science Advances,American Association for the Advancement of Science,FALSE,4632.5,0.937,APC600719090,NA,192757,Chronoshub
Swiss National Science Foundation (SNSF),2025,3201.7075773745996,10.1101/2025.10.08.681146,"CROP2, a Retriever-PROPPIN Complex Mediating Protein Export from Endosomes to the Plasma Membrane",2025-10-29T12:19:00Z,eLife,eLife Sciences Publications,FALSE,3000,0.937,RP004796,NA,173915,Chronoshub
Swiss National Science Foundation (SNSF),2025,2241.1953041622196,10.1039/d5ya00166h,Interfacial halogen bonding with charge-transport layers for operational stability of hybrid perovskite solar cells,2025-10-29T12:14:00Z,Energy Advances,Royal Society of Chemistry,FALSE,2100,0.937,INV_047540,NA,193174,Chronoshub
Swiss National Science Foundation (SNSF),2025,4605.496264674493,10.1093/nar/gkaf1134,A versatile plug and play bacterial chassis based on a fast-growing Mycoplasma species,2025-10-29T12:10:00Z,Nucleic Acids Research,Oxford University Press,FALSE,4315.35,0.937,SOA25LT013233,NA,201152,Chronoshub
Swiss National Science Foundation (SNSF),2025,2177.1611526147276,10.1364/boe.577075,Retardance and Depolarization of Brain White Matter as Markers for Intraoperative Delineation of Brain Tumors: Experiments and Simulations,2025-10-29T12:07:00Z,Biomedical Optics Express,Optica Publishing Group,FALSE,2040,0.937,2684642,NA,205904,Chronoshub
Swiss National Science Foundation (SNSF),2025,2542.155816435432,10.1371/journal.pone.0333173,Exploring online sensor parameters as proxies for polar organic chemicals—An innovative approach for combined sewer overflow monitoring,2025-10-29T12:05:00Z,PLoS ONE,Public Library of Science,FALSE,2382,0.937,PAB401859,NA,209133,Chronoshub
Swiss National Science Foundation (SNSF),2025,2849.5197438633936,10.1016/j.gloepi.2025.100222,Epidemiology of alcohol use in Sri Lanka: Findings of the SLHAS national survey,2025-10-29T11:20:00Z,Global Epidemiology,Elsevier,FALSE,2670,0.937,OAD0000649491,NA,"160374, 183759",Chronoshub
Swiss National Science Foundation (SNSF),2025,4855.9231590181425,10.1103/lfxj-hbsk,Statistical physics analysis of graph neural networks: Approaching optimality in the contextual stochastic block model,2025-10-29T11:17:00Z,Physical Review X,American Physical Society,FALSE,4550,0.937,INV/25/OCT/018373,NA,212049,Chronoshub
Swiss National Science Foundation (SNSF),2025,1451.4407684098185,10.5334/bc.597,Exploring interactions between shading and view using visual difference prediction,2025-10-29T11:10:00Z,Buildings & Cities,Ubiquity Press,FALSE,1360,0.937,UP-9093,NA,197178,Chronoshub
Swiss National Science Foundation (SNSF),2025,2109.9252934898614,10.5334/aogh.4738,Feasibility and Acceptability of Diabetes and Hypertension Screening and Diagnosis by Community Health Workers in Rural Lesotho: A Mixed‑Methods Pilot Study,2025-10-29T09:59:00Z,Annals of Global Health,Ubiquity Press,FALSE,1977,0.937,UP-US-752,NA,181355,Chronoshub
Swiss National Science Foundation (SNSF),2025,1520.8110992529348,10.3847/1538-4357/adfec3,Shedding light on the solar dynamo using data-driven Bayesian parameter inference,2025-10-29T09:57:00Z,The Astrophysical Journal,IOP Publishing,FALSE,1425,0.937,8277499,NA,208249,Chronoshub
Swiss National Science Foundation (SNSF),2025,3041.6221985058696,10.1016/j.ecmx.2025.101304,Carbon Footprint Analysis of Non-fossil Heating Strategies for Agricultural Greenhouses in Switzerland,2025-10-29T09:54:00Z,Energy Conversion and Management: X,Elsevier,FALSE,2850,0.937,OAD0000647426,NA,192875,Chronoshub
Swiss National Science Foundation (SNSF),2025,3403.361792956243,10.1016/j.csbj.2025.10.009,Identification of Transglutaminase 2 mediated polyaminated proteins in a hepatocellular cancer cell line,2025-10-29T09:53:00Z,Computational and Structural Biotechnology Journal,Elsevier,FALSE,3188.95,0.937,OAD0000648422,NA,192493,Chronoshub
Swiss National Science Foundation (SNSF),2025,5229.455709711846,10.1172/jci.insight.189134,Bcl6 expression is associated with a distinct immune landscape and spatial transcriptome in COVID-19,2025-10-29T09:47:00Z,JCI Insight,American Society for Clinical Investigation,FALSE,4900,0.937,129245,NA,204226,Chronoshub
Swiss National Science Foundation (SNSF),2025,5229.455709711846,10.1172/jci.insight.189615,CRISPR/Cas-mediated activation of genes associated with inherited retinal dystrophies in human cells for diagnostic purposes,2025-10-29T09:47:00Z,JCI Insight,American Society for Clinical Investigation,FALSE,4900,0.937,129414,NA,221942,Chronoshub
Swiss National Science Foundation (SNSF),2025,1792.9562433297758,10.1098/rsos.250916,The perception of prosocial agents by chimpanzees and humans,2025-10-29T09:44:00Z,Royal Society Open Science,Royal Society of Chemistry,FALSE,1680,0.937,APC600723976,NA,"180888, 185324",Chronoshub
Swiss National Science Foundation (SNSF),2025,1494.1302027748131,10.1556/2006.2025.00088,Co-occurrence of symptoms of substance and behavioral addictions over time: A secondary analysis of longitudinal data from the Cohort Study on Substance Use Risk Factors,2025-10-29T09:41:00Z,Journal of Behavioral Addictions,Akadémiai Kiadó,FALSE,1400,0.937,VE25-009013,NA,"122679, 139467, 148493, 177519",Chronoshub
Swiss National Science Foundation (SNSF),2025,3575.848345784418,10.1093/nar/gkaf1151,Synthetic closed-loop gene circuit for phenylalanine regulation,2025-10-29T09:32:00Z,Nucleic Acids Research,Oxford University Press,FALSE,3350.5699,0.937,SOA25LT013306,NA,205608,Chronoshub
Swiss National Science Foundation (SNSF),2025,3743.703308431163,10.1038/s41537-025-00682-2,Altered white matter microstructure of language pathway and semantic cognition deficiencies in early psychosis,2025-10-29T09:19:00Z,Schizophrenia,Springer Nature ,FALSE,3507.85,0.937,‭2936680998‬,NA,191938,Chronoshub
Swiss National Science Foundation (SNSF),2025,3974.4397011739593,10.1038/s42005-025-02338-0,Entanglement-assisted variational algorithm for discrete optimization problems,2025-10-29T09:18:00Z,Communications Physics,Springer Nature ,FALSE,3724.05,0.937,2936679108,NA,215172,Chronoshub
Swiss National Science Foundation (SNSF),2025,2820.7577374599787,10.1038/s41598-025-21054-x,Liver Dysfunction Triggers Early Alzheimer’s Pathology in an Adult Rat Model of Chronic Liver Disease,2025-10-29T09:17:00Z,Scientific Reports,Springer Nature ,FALSE,2643.05,0.937,2936681304,NA,201218,Chronoshub
Swiss National Science Foundation (SNSF),2025,4666.648879402347,10.1038/s41398-025-03659-y,Familial and genetic relationships of major depressive disorders and adiposity markers in the community,2025-10-29T09:17:00Z,Translational Psychiatry,Springer Nature ,FALSE,4372.65,0.937,2936678859,NA,189130,Chronoshub
Swiss National Science Foundation (SNSF),2025,2359.2849519743863,10.1186/s13321-025-01099-w,Beyond performance: How design choices shape chemical language models,2025-10-29T09:16:00Z,Journal of Cheminformatics,Springer Nature ,FALSE,2210.65,0.937,2936672875,NA,194606,Chronoshub
Swiss National Science Foundation (SNSF),2025,1603.6286019210243,10.1038/s41746-025-02046-7,Promoting xenomorphic patient-facing AIs: The case against anthropomorphism in medical AIs,2025-10-29T09:15:00Z,npj Digital Medicine,Springer Nature ,FALSE,1502.6,0.937,2936676952,NA,187263,Chronoshub
Swiss National Science Foundation (SNSF),2025,7833.500533617929,10.1038/s44320-025-00161-x,Engineering mammalian cells for detection and treatment of cardiac injury,2025-10-29T09:14:00Z,Molecular Systems Biology,Springer Nature ,FALSE,7339.99,0.937,2936679136,NA,205608,Chronoshub
Swiss National Science Foundation (SNSF),2025,6795.186766275347,10.1038/s41467-025-64944-4,Historic transposon mobilisation waves create distinct pools of adaptive variants in a major crop pathogen,2025-10-29T09:13:00Z,Nature Communications,Springer Nature ,FALSE,6367.09,0.937,2936678908,NA,201149,Chronoshub
Swiss National Science Foundation (SNSF),2025,6795.186766275347,10.1038/s41467-025-64706-2,Phage diversity mirrors bacterial strain diversity in the honey bee gut microbiota,2025-10-29T09:12:00Z,Nature Communications,Springer Nature ,FALSE,6367.09,0.937,2936670545,NA,"204369, 180575, 225148",Chronoshub
Swiss National Science Foundation (SNSF),2025,3030.1494130202773,10.1038/s41377-025-02066-8,Fieldoscopy at the quantum limit,2025-10-29T09:11:00Z,Light: Science & Applications,Springer Nature ,FALSE,2839.25,0.937,2936675061,NA,217068,Chronoshub
Swiss National Science Foundation (SNSF),2025,7833.500533617929,10.1038/s44318-025-00593-z,Phage-encoded TelN inhibits Mre11-Rad50 to protect hairpin telomeres,2025-10-29T09:11:00Z,The EMBO Journal,Springer Nature ,FALSE,7339.99,0.937,2936678724,NA,10001017,Chronoshub
Swiss National Science Foundation (SNSF),2025,2820.7577374599787,10.1038/s41598-025-20618-1,"Task allocation in a cooperative breeder reflects current needs, not early-life experience",2025-10-29T09:10:00Z,Scientific Reports,Springer Nature ,FALSE,2643.05,0.937,2936655800,NA,207448,Chronoshub
Swiss National Science Foundation (SNSF),2025,6795.186766275347,10.1038/s41467-025-65212-1,Imaging of electrically controlled van der Waals layer stacking in 1T-TaS2,2025-10-29T09:10:00Z,Nature Communications,Springer Nature ,FALSE,6367.09,0.937,2936697147,NA,213148,Chronoshub
Swiss National Science Foundation (SNSF),2025,2820.7577374599787,10.1038/s41598-025-21737-5,Influence of color on glare perception revealed when seeing the sun through colored glazing,2025-10-29T09:09:00Z,Scientific Reports,Springer Nature ,FALSE,2643.05,0.937,2936659886,NA,182151,Chronoshub
Swiss National Science Foundation (SNSF),2025,2820.7577374599787,10.1038/s41598-025-24499-2,The Bayes factor to discriminate Molière and Corneille as authors of classical French plays,2025-10-29T09:08:00Z,Scientific Reports,Springer Nature ,FALSE,2643.05,0.937,2936696672,NA,204554,Chronoshub
Swiss National Science Foundation (SNSF),2025,2590.0213447171823,10.1186/s40900-025-00791-3,Consulting people who use cannabis to plan a regulatory trial on non-medical cannabis sales in pharmacies,2025-10-29T09:07:00Z,Research Involvement and Engagement,Springer Nature ,FALSE,2426.85,0.937,2936662693,NA,214832,Chronoshub
Swiss National Science Foundation (SNSF),2025,6795.186766275347,10.1038/s41467-025-64760-w,Salmonella multimutants enable efficient identification of SPI-2 effector protein function in gut inflammation and systemic colonization,2025-10-29T09:07:00Z,Nature Communications,Springer Nature ,FALSE,6367.09,0.937,2936670557,NA,10001588,Chronoshub
Swiss National Science Foundation (SNSF),2025,2014.9092849519743,10.1186/s40842-025-00240-w,Associations of cardiorespiratory fitness and muscle strength during pregnancy with metabolic health outcomes and inflammatory parameters at 1-year postpartum in women after gestational diabetes,2025-10-29T09:06:00Z,Cardiovascular Diabetology – Endocrinology Reports,Springer Nature ,FALSE,1887.97,0.937,2936642900,NA,176119,Chronoshub
Swiss National Science Foundation (SNSF),2025,6795.186766275347,10.1038/s41467-025-65260-7,Polyethylene hydrogenolysis to liquid products over bimetallic catalysts with favorable environmental footprint and economics,2025-10-29T09:05:00Z,Nature Communications,Springer Nature ,FALSE,6367.09,0.937,2936698486,NA,225147,Chronoshub
Swiss National Science Foundation (SNSF),2025,3974.4397011739593,10.1186/s12916-025-04405-3,Exploring synthetic controls in rare diseases with a proof of concept in spinal cord injury,2025-10-29T09:05:00Z,BMC Medicine,Springer Nature ,FALSE,3724.05,0.937,2936668971,NA,186101,Chronoshub
Swiss National Science Foundation (SNSF),2025,3859.071504802561,10.1038/s41746-025-01982-8,Using a Fine-tuned Large Language Model for Symptom-based Depression Evaluation.,2025-10-29T09:04:00Z,npj Digital Medicine,Springer Nature ,FALSE,3615.95,0.937,2936624818,NA,205913,Chronoshub
Swiss National Science Foundation (SNSF),2025,3974.4397011739593,10.1186/s12916-025-04415-1,Indications for the evaluation and supplementation of hypophosphatemia: An umbrella systematic review of reviews and guidelines,2025-10-29T09:02:00Z,BMC Medicine,Springer Nature ,FALSE,3724.05,0.937,2936673045,NA,201672,Chronoshub
Swiss National Science Foundation (SNSF),2025,2491.9530416221983,10.3390/rs17203499,"Remote sensing and AI coupled approach for large-scalearchaeological mapping in the Andean arid highlands: Case Study inAltos Arica, Chile",2025-10-29T08:53:00Z,Remote Sensing,MDPI,FALSE,2334.96,0.937,3884966,NA,202781,Chronoshub
Swiss National Science Foundation (SNSF),2025,3634.0981856990393,10.3389/feart.2025.1690397,Crustal assimilation in arc magmas controlled by overriding plate thickness,2025-10-29T08:46:00Z,Frontiers in Earth Science,Frontiers Media,FALSE,3405.15,0.937,2025-1477471-2,NA,149147,Chronoshub
Swiss National Science Foundation (SNSF),2025,1038.3137673425827,10.3389/fnume.2025.1648621,First Positronium Lifetime Imaging with Scandium-44 on a Long Axial Field-of-view PET/CT,2025-10-29T08:45:00Z,Frontiers in Nuclear Medicine,Frontiers Media,FALSE,972.9,0.937,2025-1427716-4,NA,216944,Chronoshub
Swiss National Science Foundation (SNSF),2025,3634.0981856990393,10.3389/fnbeh.2025.1644777,Contextual influences on risk-taking in children and adults,2025-10-29T08:45:00Z,Frontiers in Behavioral Neuroscience,Frontiers Media,FALSE,3405.15,0.937,2025-1423106-6,NA,154741,Chronoshub
Swiss National Science Foundation (SNSF),2025,3634.0981856990393,10.3389/fphar.2025.1703480,"Receptor interaction profiles of 4-alkoxy-2,6-dimethoxyphenethylamines (Ψ derivatives) and related amphetamines",2025-10-29T08:44:00Z,Frontiers in Pharmacology,Frontiers Media,FALSE,3405.15,0.937,2025-1493178-2,NA,206796,Chronoshub
Swiss National Science Foundation (SNSF),2025,2249.6798292422623,10.3389/fphys.2025.1681438,Loss-of-function TRPM4 mutation p.L91Δ implicated in progressive cardiac conduction defect,2025-10-29T08:43:00Z,Frontiers in ICT,Frontiers Media,FALSE,2107.95,0.937,2025-1469175-4,NA,215274,Chronoshub
Swiss National Science Foundation (SNSF),2025,3634.0981856990393,10.3389/fmicb.2025.1650167,Comparative transcription profiles of Candidatus Accumulibacter and Propionivibrio under phosphate limitation in sequencing batch reactors,2025-10-29T08:42:00Z,Frontiers in Microbiology,Frontiers Media,FALSE,3405.15,0.937,2025-1429621-3,NA,180575,Chronoshub
Swiss National Science Foundation (SNSF),2025,3201.7075773745996,10.1021/jacsau.5c01034,Spatially Resolved Ion Sensing by Voltammetric Ion Transfer Microscopy,2025-10-15T11:41:00Z,JACS Au,American Chemical Society,FALSE,3000,0.937,APC600721844,NA,155965,Chronoshub
Swiss National Science Foundation (SNSF),2025,2401.2806830309496,10.1162/netn.a.30,A multi-compartment model for pathological connectomes,2025-10-15T11:40:00Z,Network Neuroscience,Massachusetts Institute of Technology Press,FALSE,2250,0.937,APC600685254,NA,206151,Chronoshub
Swiss National Science Foundation (SNSF),2025,1921.0245464247598,10.5194/nhess-25-3693-2025,Insights from hailstorm track analysis in European climate change simulations,2025-10-15T11:37:00Z,Natural Hazards and Earth System Sciences,Copernicus Publications,FALSE,1800,0.937,NHESS-PUC-2025-172,NA,201792,Chronoshub
Swiss National Science Foundation (SNSF),2025,1901.8143009605121,10.5194/cp-21-1679-2025,Peatland trees record strong and temporally stable hydroclimate information in tree-ring d13C and d18O,2025-10-15T11:37:00Z,Climate of the Past,Copernicus Publications,FALSE,1782,0.937,CP-PUC-2025-91,NA,182032,Chronoshub
Swiss National Science Foundation (SNSF),2025,1229.4557097118463,10.5194/egqsj-74-151-2025,"The Last Glacial Maximum (LGM) glacier network of the Valsugana area (south-eastern European Alps and Prealps, NE Italy)",2025-10-15T11:37:00Z,E&G Quaternary Science Journal,Copernicus Publications,FALSE,1152,0.937,EGQSJ-PUC-2025-4,NA,175794,Chronoshub
Swiss National Science Foundation (SNSF),2025,2705.3895410885802,10.1038/s41529-025-00681-9,Anodic dissolution mechanisms of iron in bentonite slurries,2025-10-15T11:33:00Z,npj Materials Degradation,Springer Nature ,FALSE,2534.95,0.937,2936660409,NA,205883,Chronoshub
Swiss National Science Foundation (SNSF),2025,6795.165421558164,10.1038/s41467-025-61351-7,Nanoscale size effects in α-FAPbI3 evinced by large-scale ab initio simulations,2025-10-15T11:32:00Z,Nature Communications,Springer Nature ,FALSE,6367.07,0.937,2936517677,NA,219440,Chronoshub
Swiss National Science Foundation (SNSF),2025,3282.2305229455706,10.1186/s12917-025-04977-5,In vitro cytokine response of circulating mononuclear cells from healthy dogs to stage-specific antigens of Angiostrongylus vasorum,2025-10-15T11:32:00Z,BMC Veterinary Research,Springer Nature ,FALSE,3075.45,0.937,2936600278,NA,201045,Chronoshub
Swiss National Science Foundation (SNSF),2025,5243.489861259338,10.1186/s13059-025-03800-6,Codon-specific ribosome stalling reshapes translational dynamics during branched-chain amino acid starvation,2025-10-15T11:31:00Z,Genome Biology,Springer Nature ,FALSE,4913.15,0.937,‭2936657317‬,NA,205884,Chronoshub
Swiss National Science Foundation (SNSF),2025,3947.673425827107,10.1093/nar/gkaf1025,Refined mechanism of promoter Nucleosome-Depleted Regions resetting after replication,2025-10-15T09:54:00Z,Nucleic Acids Research,Oxford University Press,FALSE,3698.97,0.937,SOA25LT012348,NA,208171,Chronoshub
Swiss National Science Foundation (SNSF),2025,4208.281750266809,10.1093/ofid/ofaf628,Infective Endocarditis and Antimicrobial Timing: A Case for Delay?,2025-10-15T09:53:00Z,Open Forum Infectious Diseases,Oxford University Press,FALSE,3943.16,0.937,SOA25LT012727,NA,219351,Chronoshub
Swiss National Science Foundation (SNSF),2025,2980.8964781216646,10.1093/femsml/uqaf028,Single nucleotide switches confer bacteriophage resistance to Pseudomonas protegens,2025-10-15T09:49:00Z,microLife,Oxford University Press,FALSE,2793.1,0.937,SOA25LT012756,NA,"180575, 225148",Chronoshub
