institution,period,euro,doi,backlist_oa,publisher,book_title,isbn_1,isbn_2,isbn_3
lnu,2024,12181.57,10.4324/9781003486541,FALSE,Routledge,Future Directions in Intermediality and Multimodality: Dialogues Inspired by the Work of Lars Elleström,9781032766850,9781003486541,
lnu,2024,13566.61,10.1007/978-3-031-58195-3,FALSE,Palgrave Macmillan,Debating ‘Homo Academicus’ in Management and Organization: Ontological Assumptions and Practical Implications,9783031581946,9783031581977,9783031581953
lnu,2024,13888.09,10.1007/978-3-031-66363-5,FALSE,Palgrave Macmillan,Pop Music Made in Småland: Music Production and Entrepreneurship in Sweden,9783031663628,9783031663659,9783031663635
lnu,2024, 5994.19,10.4324/9781003570035,FALSE,Routledge,Cultural Perspectives on Sweets in Children’s Literature and Media,9781003570035,9781032943022,
