institution,period,euro,doi,backlist_oa,publisher,book_title,isbn_1,isbn_2,isbn_3
lnu,2023,7342.11,,FALSE,Rowman & Littlefield,Contemporary Ecocritical Methods,9781666937886,9781666937893,
lnu,2023,2345.36,10.32028/9781803276625,FALSE,Archaeopress Publishing Ltd,The Roman Lower Danube: Innovations in Theory and Practice,9781803276625,9781803276632,
lnu,2023,4355.00,,FALSE,Rowman & Littlefield,Intermedial Ecocriticism: The Climate Crisis Through Art and Media,9781793653260,9781793653277,
