institution;apc;period;doi;currency;is_hybrid
Consejo Superior de Investigaciones Cientificas (CSIC);2590;01/01/2023;10.1042/EBC20220075;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);2590;01/01/2023;10.1042/BST20221418;EUR;TRUE
