Institution name;Date of Submission;Date of Acceptance;DOI;Article Title;Article Type;article_is_hybrid;Article OA Status;Publisher Name;Journal Name;Journal ISSN(s);Article License
ETH Zurich;02.01.2024;05.05.2024;10.1016/j.seppur.2024.127845;Experimental Evaluation of Bearingless Spinfilter Topologies;FLA;TRUE;Hybrid Open Access;Elsevier;Separation and Purification Technology;1383-5866;CC BY
ETH Zurich;22.07.2024;15.11.2024;10.1016/j.scs.2024.105997;Predictive modeling and estimation of moisture damages in Swedish buildings: A machine learning approach;FLA;TRUE;Hybrid Open Access;Elsevier;Sustainable Cities and Society;2210-6707;CC BY
ETH Zurich;13.10.2023;08.10.2024;10.1016/j.scs.2024.105890;Democratizing Air: A Co-Created Citizen Science Approach to Indoor Air Quality Monitoring;FLA;TRUE;Hybrid Open Access;Elsevier;Sustainable Cities and Society;2210-6707;CC BY-NC
ETH Zurich;16.05.2024;10.08.2024;10.1016/j.scs.2024.105739;Leveraging context-adjusted nighttime light data for socioeconomic explanations of global urban resilience;FLA;TRUE;Hybrid Open Access;Elsevier;Sustainable Cities and Society;2210-6707;CC BY
ETH Zurich;21.09.2023;05.04.2024;10.1016/j.scs.2024.105418;Empowering a Sustainable Urban Future: The Key Role of Coordinated Settlement Development for Optimising Energy Efficiency and Socio-Economic Welfare;FLA;TRUE;Hybrid Open Access;Elsevier;Sustainable Cities and Society;2210-6707;CC BY-NC
ETH Zurich;14.07.2023;18.03.2024;10.1016/j.scs.2024.105360;Urban morphology clustering analysis to identify heat-prone neighbourhoods in cities;FLA;TRUE;Hybrid Open Access;Elsevier;Sustainable Cities and Society;2210-6707;CC BY
ETH Zurich;08.06.2024;28.10.2024;10.1016/j.scitotenv.2024.177306;Opportunities and challenges of using human excreta-derived fertilizers in agriculture: A review of suitability, environmental impact and societal acceptance;REV;TRUE;Hybrid Open Access;Elsevier;Science of the Total Environment;0048-9697;CC BY
ETH Zurich;24.07.2024;15.10.2024;10.1016/j.scitotenv.2024.176997;Early-successional species show higher tolerance of drought than late-successional species across Europe;FLA;TRUE;Hybrid Open Access;Elsevier;Science of the Total Environment;0048-9697;CC BY
ETH Zurich;30.05.2024;06.09.2024;10.1016/j.scitotenv.2024.176139;Investigating the influence of urban morphology on pluvial flooding: Insights from urban catchments in England (UK);FLA;TRUE;Hybrid Open Access;Elsevier;Science of the Total Environment;0048-9697;CC BY
ETH Zurich;16.05.2024;22.08.2024;10.1016/j.scitotenv.2024.175769;User-tailored sub-selection of climate model ensemble members for impact studies;FLA;TRUE;Hybrid Open Access;Elsevier;Science of the Total Environment;0048-9697;CC BY
ETH Zurich;20.06.2024;19.08.2024;10.1016/j.scitotenv.2024.175679;Fine-scale movement response of juvenile brown trout to hydropeaking;FLA;TRUE;Hybrid Open Access;Elsevier;Science of the Total Environment;0048-9697;CC BY
ETH Zurich;22.12.2023;03.03.2024;10.1016/j.scitotenv.2024.171482;Cadmium, zinc, and copper leaching rates determined in large monolith lysimeters;FLA;TRUE;Hybrid Open Access;Elsevier;Science of the Total Environment;0048-9697;CC BY
ETH Zurich;27.11.2023;13.02.2024;10.1016/j.scitotenv.2024.170991;Airborne antibiotic and metal resistance genes - A neglected potential risk at e-waste recycling facilities;FLA;TRUE;Hybrid Open Access;Elsevier;Science of the Total Environment;0048-9697;CC BY
ETH Zurich;08.12.2023;03.01.2024;10.1016/j.scitotenv.2024.169931;Contrasting impact of extreme soil and atmospheric dryness on the functioning of trees and forests;FLA;TRUE;Hybrid Open Access;Elsevier;Science of the Total Environment;0048-9697;CC BY
ETH Zurich;13.11.2023;14.02.2024;10.1016/j.sbi.2024.102792;NMR Tools to Detect Protein Allostery;REV;TRUE;Hybrid Open Access;Elsevier;Current Opinion in Structural Biology;0959-440X;CC BY
ETH Zurich;05.08.2024;30.12.2024;10.1016/j.rser.2024.115326;Solar energy in the city: data-driven review on urban photovoltaics;REV;TRUE;Hybrid Open Access;Elsevier;Renewable and Sustainable Energy Reviews;1364-0321;CC BY
ETH Zurich;04.03.2024;17.12.2024;10.1016/j.rser.2024.115262;Dynamic life cycle assessment of buildings and building stocks – A review;REV;TRUE;Hybrid Open Access;Elsevier;Renewable and Sustainable Energy Reviews;1364-0321;CC BY-NC
ETH Zurich;18.09.2023;21.04.2024;10.1016/j.rser.2024.114456;Is lithium from geothermal brines the sustainable solution for Li-ion batteries?;FLA;TRUE;Hybrid Open Access;Elsevier;Renewable and Sustainable Energy Reviews;1364-0321;CC BY
ETH Zurich;18.04.2023;31.01.2024;10.1016/j.rser.2024.114314;Near-term infrastructure rollout and investment strategies for net-zero hydrogen supply chains;FLA;TRUE;Hybrid Open Access;Elsevier;Renewable and Sustainable Energy Reviews;1364-0321;CC BY
ETH Zurich;16.12.2023;19.08.2024;10.1016/j.rse.2024.114383;High-resolution Population Maps Derived from Sentinel-1 and Sentinel-2;FLA;TRUE;Hybrid Open Access;Elsevier;Remote Sensing of Environment;0034-4257;CC BY
ETH Zurich;10.02.2023;20.02.2024;10.1016/j.rse.2024.114078;Automated forest inventory: analysis of high-density airborne LiDAR point clouds with 3D deep learning;FLA;TRUE;Hybrid Open Access;Elsevier;Remote Sensing of Environment;0034-4257;CC BY
ETH Zurich;09.05.2024;14.11.2024;10.1016/j.rineng.2024.103430;Evaluating Effect of Manufacturing Process on Design in Metal Binder Jetting;FLA;FALSE;Full Open Access;Elsevier;Results in Engineering;2590-1230;CC BY
ETH Zurich;04.05.2024;28.05.2024;10.1016/j.rineng.2024.102333;An approach to support reference class forecasting when adequate project data are unavailable;FLA;FALSE;Full Open Access;Elsevier;Results in Engineering;2590-1230;CC BY
ETH Zurich;03.11.2024;22.07.2024;10.1016/j.ress.2024.110386;Uncertainty-aware deep learning for monitoring and fault diagnosis from synthetic data;FLA;TRUE;Hybrid Open Access;Elsevier;Reliability Engineering and System Safety;0951-8320;CC BY
ETH Zurich;05.05.2023;21.05.2024;10.1016/j.respol.2024.105035;“The reality in the DRC is just not the reality in Rwanda” – How context factors affect transdisciplinary research projects;FLA;TRUE;Hybrid Open Access;Elsevier;Research Policy;0048-7333;CC BY
ETH Zurich;10.12.2023;07.04.2024;10.1016/j.resconrec.2024.107624;Effects of climate, socioeconomic development, and greening governance on enhanced greenness under urban densification;FLA;TRUE;Hybrid Open Access;Elsevier;Resources, Conservation & Recycling;0921-3449;CC BY
ETH Zurich;15.03.2024;20.09.2024;10.1016/j.renene.2024.121442;Towards A High Resolution Simulation Framework for Building Integrated Photovoltaics under Partial Shading in Urban Environments;FLA;TRUE;Hybrid Open Access;Elsevier;Renewable Energy;0960-1481;CC BY
ETH Zurich;05.04.2024;17.09.2024;10.1016/j.renene.2024.121404;High-resolution parametric embodied impact configurator for PV and BIPV systems;FLA;TRUE;Hybrid Open Access;Elsevier;Renewable Energy;0960-1481;CC BY
ETH Zurich;11.09.2023;30.08.2024;10.1016/j.quascirev.2024.108941;Late Pleistocene to Holocene alluvial deposits of the Inaouène Valley and their paleoenvironmental significance (North Morocco);FLA;TRUE;Hybrid Open Access;Elsevier;Quaternary Science Reviews;0277-3791;CC BY
ETH Zurich;29.03.2024;29.03.2024;10.1016/j.progsurf.2024.100743;Structural dynamics in atomic indium wires on silicon: From ultrafast probing to coherent vibrational control;REV;TRUE;Hybrid Open Access;Elsevier;Progress in Surface Science;0079-6816;CC BY
ETH Zurich;12.05.2023;30.07.2024;10.1016/j.proci.2024.105727;Flame Transfer Function Analysis of Hydrogen Diffusion Swirl Flames;FLA;TRUE;Hybrid Open Access;Elsevier;Proceedings of the Combustion Institute;1540-7489;CC BY-NC-ND
ETH Zurich;12.04.2023;25.06.2024;10.1016/j.proci.2024.105518;Plasma Assisted Thermoacoustic Stabilization of a Transiently Operated Sequential Combustor at High Pressure;FLA;TRUE;Hybrid Open Access;Elsevier;Proceedings of the Combustion Institute;1540-7489;CC BY
ETH Zurich;12.04.2023;09.06.2024;10.1016/j.proci.2024.105389;Acoustic scattering of a sequential combustor controlled with non-equilibrium plasma: a numerical study;FLA;TRUE;Hybrid Open Access;Elsevier;Proceedings of the Combustion Institute;1540-7489;CC BY
ETH Zurich;12.04.2023;28.05.2024;10.1016/j.proci.2024.105278;The LEAF concept operated with hydrogen: Flame topology and NOx formation;FLA;TRUE;Hybrid Open Access;Elsevier;Proceedings of the Combustion Institute;1540-7489;CC BY
ETH Zurich;12.04.2023;28.05.2024;10.1016/j.proci.2024.105277;Stabilization of a thermoacoustically unstable sequential combustor using non-equilibrium plasma: Large eddy simulation and experiments;FLA;TRUE;Hybrid Open Access;Elsevier;Proceedings of the Combustion Institute;1540-7489;CC BY
ETH Zurich;12.04.2023;28.05.2024;10.1016/j.proci.2024.105256;Transfer functions of lean fully- and technically-premixed jet-stabilized turbulent hydrogen flames;FLA;TRUE;Hybrid Open Access;Elsevier;Proceedings of the Combustion Institute;1540-7489;CC BY
ETH Zurich;03.07.2024;26.06.2024;10.1016/j.precisioneng.2024.06.016;Design and Performance Evaluation of a Novel Parallel Kinematic Micromanipulator;FLA;TRUE;Hybrid Open Access;Elsevier;Precision Engineering;0141-6359;CC BY-NC-ND
ETH Zurich;08.02.2023;29.01.2024;10.1016/j.precisioneng.2024.01.024;Thermal error measurement and compensation with torque limit skip in Swiss-type lathe manufacturing;FLA;TRUE;Hybrid Open Access;Elsevier;Precision Engineering;0141-6359;CC BY
ETH Zurich;07.09.2024;17.11.2024;10.1016/j.powtec.2024.120468;Exploring disordered packing of non-equant particles: Insights from computed tomography and Monte Carlo simulations;FLA;TRUE;Hybrid Open Access;Elsevier;Powder Technology;0032-5910;CC BY
ETH Zurich;27.04.2024;02.07.2024;10.1016/j.powtec.2024.120045;Quantifying the effects of inlet gas and collision models in direct metal deposition using a CFD-DEM approach;FLA;TRUE;Hybrid Open Access;Elsevier;Powder Technology;0032-5910;CC BY
ETH Zurich;16.06.2023;19.04.2024;10.1016/j.physrep.2024.04.005;Out-of-equilibrium dynamics of quantum many-body systems with long-range interactions;REV;TRUE;Hybrid Open Access;Elsevier;Physics Reports;0370-1573;CC BY
ETH Zurich;09.05.2024;19.12.2024;10.1016/j.physd.2024.134512;Particle transport and finite-size effects in Lorentz channels with finite horizons;FLA;TRUE;Hybrid Open Access;Elsevier;Physica D: Nonlinear Phenomena;0167-2789;CC BY
ETH Zurich;12.12.2023;06.09.2024;10.1016/j.physd.2024.134371;Learning on Predictions: Fusing Training and Autoregressive Inference for Long-Term Spatiotemporal Forecasts;FLA;TRUE;Hybrid Open Access;Elsevier;Physica D: Nonlinear Phenomena;0167-2789;CC BY
ETH Zurich;12.07.2023;19.04.2024;10.1016/j.physa.2024.129763;Particle traps and stationary currents captured by an active 1D model;FLA;TRUE;Hybrid Open Access;Elsevier;Physica A: Statistical Mechanics and its Applications;0378-4371;CC BY
ETH Zurich;11.01.2024;11.01.2024;10.1016/j.paid.2024.112555;Research on intelligence and learning: How to unite estranged siblings;FLA;TRUE;Hybrid Open Access;Elsevier;Personality and Individual Differences;0191-8869;CC BY
ETH Zurich;03.05.2024;05.05.2024;10.1016/j.pacs.2024.100616;Scanning optoacoustic angiography for assessing structural and functional alterations in superficial vasculature of patients with post-thrombotic syndrome: a pilot study;FLA;FALSE;Full Open Access;Elsevier;Photoacoustics;2213-5979;CC BY
ETH Zurich;20.02.2024;22.06.2024;10.1016/j.orggeochem.2024.104829;Impacts of temperature and fluid seepage on organic matter composition in sediments of an active hydrothermal basin;FLA;TRUE;Hybrid Open Access;Elsevier;Organic Geochemistry;0146-6380;CC BY
ETH Zurich;23.05.2023;15.01.2024;10.1016/j.orggeochem.2024.104742;The seasonal variability of aquatic brGDGTs: A mesocosm approach;FLA;TRUE;Hybrid Open Access;Elsevier;Organic Geochemistry;0146-6380;CC BY-NC-ND
ETH Zurich;15.11.2023;14.04.2024;10.1016/j.optlaseng.2024.108245;Self-optimizing method and software for calibration and mapping of a laser system for laser machining;FLA;TRUE;Hybrid Open Access;Elsevier;Optics and Lasers in Engineering;0143-8166;CC BY
ETH Zurich;05.03.2024;09.09.2024;10.1016/j.ophoto.2024.100074;Target-based georeferencing of terrestrial radar images using TLS point clouds and multi-modal corner reflectors in geomonitoring applications;FLA;FALSE;Full Open Access;Elsevier;ISPRS Open Journal of Photogrammetry and Remote Sensing;2667-3932;CC BY
ETH Zurich;10.03.2023;13.11.2024;10.1016/j.oneear.2024.11.005;One-tenth of EU’s sustainable biomethane coupled with carbon capture and storage can enable net-zero ammonia production;FLA;TRUE;Hybrid Open Access;Elsevier;One Earth;2590-3322;CC BY
ETH Zurich;23.02.2024;21.10.2024;10.1016/j.oneear.2024.10.009;Shifting to low-carbon hydrogen production in the EU supports job creation but not yet a just transition;FLA;TRUE;Hybrid Open Access;Elsevier;One Earth;2590-3322;CC BY
ETH Zurich;09.01.2023;19.07.2024;10.1016/j.oneear.2024.07.011;Assessing innovations for upscaling forest landscape restoration;REV;TRUE;Hybrid Open Access;Elsevier;One Earth;2590-3322;CC BY
ETH Zurich;14.09.2023;21.03.2024;10.1016/j.oneear.2024.03.010;Infrastructure failure cascades increase risk of storm and flood-induced service disruptions across the globe;FLA;TRUE;Hybrid Open Access;Elsevier;One Earth;2590-3322;CC BY-NC-ND
ETH Zurich;11.07.2023;12.01.2024;10.1016/j.oceaneng.2024.116720;Three-dimensional modelling of cavitation bubble collapse using non-orthogonal multiple-relaxation-time lattice Boltzmann method;FLA;TRUE;Hybrid Open Access;Elsevier;Ocean Engineering;0029-8018;CC BY
ETH Zurich;05.06.2024;21.10.2024;10.1016/j.ocarto.2024.100539;The Collagenase-Induced Osteoarthritis (CIOA) Model: Where Mechanical Damage Meets Inflammation;FLA;FALSE;Full Open Access;Elsevier;Osteoarthritis and Cartilage Open;2665-9131;CC BY
ETH Zurich;07.09.2024;12.09.2024;10.1016/j.nucmedbio.2024.108951;Towards imaging the immune state of cancer by PET: Targeting legumain with 11C-labeled P1-Asn peptidomimetics carrying a cyano-warhead;FLA;TRUE;Hybrid Open Access;Elsevier;Nuclear Medicine and Biology;0969-8051;CC BY
ETH Zurich;03.04.2024;10.05.2024;10.1016/j.nima.2024.169441;Pulsed Townsend Electron and Ion Swarm Parameter Measurements of the Trigger RPC Standard Mixture;FLA;TRUE;Hybrid Open Access;Elsevier;Nuclear Inst. and Methods in Physics Research, A;0168-9002;CC BY
ETH Zurich;24.11.2023;31.05.2024;10.1016/j.neuron.2024.05.029;Neurobehavioural meaning of pupil size;REV;TRUE;Hybrid Open Access;Elsevier;Neuron;0896-6273;CC BY
ETH Zurich;12.06.2023;26.02.2024;10.1016/j.neubiorev.2024.105608;A computationally informed distinction of interoception and exteroception;REV;TRUE;Hybrid Open Access;Elsevier;Neuroscience and Biobehavioral Reviews;0149-7634;CC BY
ETH Zurich;02.12.2024;01.06.2024;10.1016/j.multra.2024.100168;Co-creating Multimodal Transportation Hubs in Switzerland: How to Close the Gap Between Actors Across Different Scales, Levels, and Sectors;FLA;FALSE;Full Open Access;Elsevier;Multimodal Transportation;2772-5863;CC BY
ETH Zurich;28.02.2024;16.04.2024;10.1016/j.mtcomm.2024.108959;Earth, the new liquid stone: development and perspectives;SCO;TRUE;Hybrid Open Access;Elsevier;Materials Today Communications;2352-4928;CC BY-NC-ND
ETH Zurich;08.02.2024;17.10.2024;10.1016/j.mtbio.2024.101302;Modular iodinated carboxybetaine copolymers as charge-sensitive contrast agents for the detection of cartilage degradation;FLA;FALSE;Full Open Access;Elsevier;Materials Today Bio;2590-0064;CC BY
ETH Zurich;29.01.2024;22.04.2024;10.1016/j.mssp.2024.108461;Aluminum channeling in 4H-SiC by high-energy implantation above 10 MeV;FLA;TRUE;Hybrid Open Access;Elsevier;Materials Science in Semiconductor Processing;1369-8001;CC BY
ETH Zurich;01.03.2024;12.02.2024;10.1016/j.mssp.2024.108241;Al-implantation induced damage in 4H-SiC;FLA;TRUE;Hybrid Open Access;Elsevier;Materials Science in Semiconductor Processing;1369-8001;CC BY
ETH Zurich;02.01.2024;18.03.2024;10.1016/j.molmet.2024.101923;Histone lactylation in macrophages is predictive for gene expression changes during ischemia induced-muscle regeneration;FLA;FALSE;Full Open Access;Elsevier;Molecular Metabolism;2212-8778;CC BY
ETH Zurich;11.06.2023;26.06.2024;10.1016/j.molcel.2024.06.032;Assembly mechanism of Integrator's RNA cleavage module;FLA;TRUE;Hybrid Open Access;Elsevier;Molecular Cell;1097-2765;CC BY
ETH Zurich;09.12.2023;12.06.2024;10.1016/j.molcel.2024.06.011;CCAR1 promotes DNA repair via alternative splicing;FLA;TRUE;Hybrid Open Access;Elsevier;Molecular Cell;1097-2765;CC BY
ETH Zurich;07.05.2023;29.05.2024;10.1016/j.molcel.2024.05.027;Basis of gene-specific transcription regulation by the Integrator complex;FLA;TRUE;Hybrid Open Access;Elsevier;Molecular Cell;1097-2765;CC BY
ETH Zurich;18.09.2023;31.01.2024;10.1016/j.mfglet.2024.01.007;RLTube: Reinforcement Learning Based Deposition Path Planner for Thin-Walled Bent Tubes with Optionally Varying Diameter Manufactured by Wire-Arc Additive Manufacturing;SCO;TRUE;Hybrid Open Access;Elsevier;Manufacturing Letters;2213-8463;CC BY
