"institution","period","euro","doi","is_hybrid","opt_out","publisher","journal_full_title","issn","issn_print","issn_electronic","issn_l","license_ref","indexed_in_crossref","pmid","pmcid","ut","url","doaj","agreement","group_id"
"Eawag - Swiss Federal Institute of Aquatic Science and Technology",2025,NA,"10.1039/d4em00313f",TRUE,FALSE,"Royal Society of Chemistry (RSC)","Environmental Science: Processes & Impacts","2050-7887","2050-7887","2050-7895","2050-7887","http://creativecommons.org/licenses/by/3.0/",TRUE,"40621868",NA,NA,NA,FALSE,"rsc2024csal","00pc48d59_rsc2024csal_2025"
"École Polytechnique Fédérale de Lausanne",2025,NA,"10.1039/d4fd00197d",TRUE,FALSE,"Royal Society of Chemistry (RSC)","Faraday Discussions","1359-6640","1359-6640","1364-5498","1359-6640","http://creativecommons.org/licenses/by/3.0/",TRUE,"40485611",NA,NA,NA,FALSE,"rsc2024csal","02s376052_rsc2024csal_2025"
"École Polytechnique Fédérale de Lausanne",2025,NA,"10.1039/d5nr00104h",TRUE,FALSE,"Royal Society of Chemistry (RSC)","Nanoscale","2040-3364","2040-3364","2040-3372","2040-3364","http://creativecommons.org/licenses/by/3.0/",TRUE,"40066700","PMC11894604",NA,NA,FALSE,"rsc2024csal","02s376052_rsc2024csal_2025"
"École Polytechnique Fédérale de Lausanne",2025,NA,"10.1039/d5cc00735f",TRUE,FALSE,"Royal Society of Chemistry (RSC)","Chemical Communications","1359-7345","1359-7345","1364-548X","1359-7345","http://creativecommons.org/licenses/by/3.0/",TRUE,"40159931",NA,NA,NA,FALSE,"rsc2024csal","02s376052_rsc2024csal_2025"
"École Polytechnique Fédérale de Lausanne",2025,NA,"10.1039/d4cc05453a",TRUE,FALSE,"Royal Society of Chemistry (RSC)","Chemical Communications","1359-7345","1359-7345","1364-548X","1359-7345","http://creativecommons.org/licenses/by/3.0/",TRUE,"40191926","PMC11973883",NA,NA,FALSE,"rsc2024csal","02s376052_rsc2024csal_2025"
"École Polytechnique Fédérale de Lausanne",2025,NA,"10.1039/d5md00054h",TRUE,FALSE,"Royal Society of Chemistry (RSC)","RSC Medicinal Chemistry","2632-8682",NA,"2632-8682","2632-8682","http://creativecommons.org/licenses/by/3.0/",TRUE,"40337304","PMC12054360",NA,NA,FALSE,"rsc2024csal","02s376052_rsc2024csal_2025"
"École Polytechnique Fédérale de Lausanne",2025,NA,"10.1039/d5lc00153f",TRUE,FALSE,"Royal Society of Chemistry (RSC)","Lab on a Chip","1473-0197","1473-0197","1473-0189","1473-0189","http://creativecommons.org/licenses/by/3.0/",TRUE,"40326244","PMC12053053",NA,NA,FALSE,"rsc2024csal","02s376052_rsc2024csal_2025"
"École Polytechnique Fédérale de Lausanne",2025,NA,"10.1039/d5qo00087d",TRUE,FALSE,"Royal Society of Chemistry (RSC)","Organic Chemistry Frontiers","2052-4129",NA,"2052-4129","2052-4110","http://creativecommons.org/licenses/by/3.0/",TRUE,"40488122","PMC12142735",NA,NA,FALSE,"rsc2024csal","02s376052_rsc2024csal_2025"
"École Polytechnique Fédérale de Lausanne",2025,NA,"10.1039/d5ta03057a",TRUE,FALSE,"Royal Society of Chemistry (RSC)","Journal of Materials Chemistry A","2050-7488","2050-7488","2050-7496","2050-7496","http://creativecommons.org/licenses/by/3.0/",TRUE,NA,NA,NA,NA,FALSE,"rsc2024csal","02s376052_rsc2024csal_2025"
"École Polytechnique Fédérale de Lausanne",2025,NA,"10.1039/d5sm00143a",TRUE,FALSE,"Royal Society of Chemistry (RSC)","Soft Matter","1744-683X","1744-683X","1744-6848","1744-683X","http://creativecommons.org/licenses/by/3.0/",TRUE,"40512048",NA,NA,NA,FALSE,"rsc2024csal","02s376052_rsc2024csal_2025"
"École Polytechnique Fédérale de Lausanne",2025,NA,"10.1039/d5mh00771b",TRUE,FALSE,"Royal Society of Chemistry (RSC)","Materials Horizons","2051-6347","2051-6347","2051-6355","2051-6347","http://creativecommons.org/licenses/by/3.0/",TRUE,"40600920","PMC12219540",NA,NA,FALSE,"rsc2024csal","02s376052_rsc2024csal_2025"
"École Polytechnique Fédérale de Lausanne",2025,NA,"10.1039/d5ta02440d",TRUE,FALSE,"Royal Society of Chemistry (RSC)","Journal of Materials Chemistry A","2050-7488","2050-7488","2050-7496","2050-7496","http://creativecommons.org/licenses/by/3.0/",TRUE,NA,NA,NA,NA,FALSE,"rsc2024csal","02s376052_rsc2024csal_2025"
"École Polytechnique Fédérale de Lausanne",2025,NA,"10.1039/d5dt01613d",TRUE,FALSE,"Royal Society of Chemistry (RSC)","Dalton Transactions","1477-9226","1477-9226","1477-9234","1477-9226","http://creativecommons.org/licenses/by/3.0/",TRUE,"40813321",NA,NA,NA,FALSE,"rsc2024csal","02s376052_rsc2024csal_2025"
