institution;period;doi;is_hybrid;agreement
University of Basel;2024;10.1080/00026980.2024.2371260;TRUE;Swiss Consortium Taylor & Francis Agreement
ETH Zurich;2024;10.1080/00029890.2024.2325330;TRUE;Swiss Consortium Taylor & Francis Agreement
University of Zurich;2024;10.1080/00033790.2024.2334418;TRUE;Swiss Consortium Taylor & Francis Agreement
University of Applied Sciences and Arts Northwestern Switzerland;2024;10.1080/00036846.2024.2337777;TRUE;Swiss Consortium Taylor & Francis Agreement
University of Zurich;2024;10.1080/00076791.2024.2340622;TRUE;Swiss Consortium Taylor & Francis Agreement
ZHAW Zurich University of Applied Sciences;2024;10.1080/00076791.2024.2382965;TRUE;Swiss Consortium Taylor & Francis Agreement
University of Zurich;2024;10.1080/00131911.2024.2342729;TRUE;Swiss Consortium Taylor & Francis Agreement
University of Fribourg;2024;10.1080/00140139.2024.2314580;TRUE;Swiss Consortium Taylor & Francis Agreement
ETH Zurich;2024;10.1080/00140139.2024.2445317;TRUE;Swiss Consortium Taylor & Francis Agreement
University of Fribourg;2024;10.1080/00141844.2024.2353093;TRUE;Swiss Consortium Taylor & Francis Agreement
University of Basel;2024;10.1080/00168890.2024.2408736;TRUE;Swiss Consortium Taylor & Francis Agreement
University of Zurich;2024;10.1080/0020174X.2024.2375777;TRUE;Swiss Consortium Taylor & Francis Agreement
University of Lausanne;2024;10.1080/00207543.2024.2314162;TRUE;Swiss Consortium Taylor & Francis Agreement
University of St.Gallen;2024;10.1080/00207543.2024.2410465;TRUE;Swiss Consortium Taylor & Francis Agreement
University of Lausanne;2024;10.1080/00207659.2024.2420295;TRUE;Swiss Consortium Taylor & Francis Agreement
University of Zurich;2024;10.1080/00220272.2024.2312392;TRUE;Swiss Consortium Taylor & Francis Agreement
St.Gallen University of Teacher Education;2024;10.1080/00220272.2024.2328042;TRUE;Swiss Consortium Taylor & Francis Agreement
University of St.Gallen;2024;10.1080/00220388.2024.2328035;TRUE;Swiss Consortium Taylor & Francis Agreement
University of Applied Sciences and Arts Western Switzerland;2024;10.1080/00221686.2024.2371300;TRUE;Swiss Consortium Taylor & Francis Agreement
