institution;period;doi;is_hybrid;agreement
Berne University of Applied Sciences;2021;10.1177/01708406211053206;TRUE;Swiss Consortium SAGE agreement
Eawag - Swiss Federal Institute of Aquatic Science and Technology;2021;10.1177/10648046211044008;TRUE;Swiss Consortium SAGE agreement
Empa - Swiss Federal Laboratories for Materials Science and Technology;2021;10.1177/03611981211010795;TRUE;Swiss Consortium SAGE agreement
ETH Zurich;2021;10.1177/00185787211016336;TRUE;Swiss Consortium SAGE agreement
ETH Zurich;2021;10.1177/00223433211037244;TRUE;Swiss Consortium SAGE agreement
ETH Zurich;2021;10.1177/0022343321990076;TRUE;Swiss Consortium SAGE agreement
ETH Zurich;2021;10.1177/00961442211044501;TRUE;Swiss Consortium SAGE agreement
ETH Zurich;2021;10.1177/0096144221989975;TRUE;Swiss Consortium SAGE agreement
ETH Zurich;2021;10.1177/02783649211047890;TRUE;Swiss Consortium SAGE agreement
ETH Zurich;2021;10.1177/03611981211031221;TRUE;Swiss Consortium SAGE agreement
ETH Zurich;2021;10.1177/07388942211000678;TRUE;Swiss Consortium SAGE agreement
ETH Zurich;2021;10.1177/08854122211068526;TRUE;Swiss Consortium SAGE agreement
ETH Zurich;2021;10.1177/1045389X211057203;TRUE;Swiss Consortium SAGE agreement
ETH Zurich;2021;10.1177/10780874211056519;TRUE;Swiss Consortium SAGE agreement
ETH Zurich;2021;10.1177/13540688211016986;TRUE;Swiss Consortium SAGE agreement
ETH Zurich;2021;10.1177/14651165211063770;TRUE;Swiss Consortium SAGE agreement
ETH Zurich;2021;10.1177/14761270211011703;TRUE;Swiss Consortium SAGE agreement
ETH Zurich;2021;10.1177/14780771211070005;TRUE;Swiss Consortium SAGE agreement
ETH Zurich;2021;10.1177/15459683211041309;TRUE;Swiss Consortium SAGE agreement
ETH Zurich;2021;10.1177/15562646211053538;TRUE;Swiss Consortium SAGE agreement
ETH Zurich;2021;10.1177/87552930211020021;TRUE;Swiss Consortium SAGE agreement
ETH Zurich;2021;10.3102/00346543211019105;TRUE;Swiss Consortium SAGE agreement
ETH Zurich;2021;10.1177/00220027211013563;TRUE;Swiss Consortium SAGE agreement
Graduate Institute of International and Development Studies;2021;10.1177/00108367211059448;TRUE;Swiss Consortium SAGE agreement
Graduate Institute of International and Development Studies;2021;10.1177/03063968211054856;TRUE;Swiss Consortium SAGE agreement
Graduate Institute of International and Development Studies;2021;10.1177/0308275X211038607;TRUE;Swiss Consortium SAGE agreement
Graduate Institute of International and Development Studies;2021;10.1177/0308275X211059655;TRUE;Swiss Consortium SAGE agreement
Haute École Pédagogique Fribourg;2021;10.1177/0308275X211059659;TRUE;Swiss Consortium SAGE agreement
Lucerne University of Applied Sciences and Arts;2021;10.1177/10443894211048451;TRUE;Swiss Consortium SAGE agreement
Lucerne University of Applied Sciences and Arts;2021;10.1177/17579759211044073;TRUE;Swiss Consortium SAGE agreement
Università della Svizzera italiana;2021;10.1177/00207020211016475;TRUE;Swiss Consortium SAGE agreement
Università della Svizzera italiana;2021;10.1177/10944281211058469;TRUE;Swiss Consortium SAGE agreement
University of Applied Sciences and Arts Northwestern Switzerland;2021;10.1177/01622439211025632;TRUE;Swiss Consortium SAGE agreement
University of Applied Sciences and Arts Northwestern Switzerland;2021;10.1177/0894845321995960;TRUE;Swiss Consortium SAGE agreement
University of Applied Sciences and Arts Northwestern Switzerland;2021;10.1177/14657503211030802;TRUE;Swiss Consortium SAGE agreement
University of Applied Sciences and Arts Western Switzerland;2021;10.1177/00084174211000595;TRUE;Swiss Consortium SAGE agreement
University of Applied Sciences and Arts Western Switzerland;2021;10.1177/00302228211007003;TRUE;Swiss Consortium SAGE agreement
University of Applied Sciences and Arts Western Switzerland;2021;10.1177/1049732321991508;TRUE;Swiss Consortium SAGE agreement
University of Applied Sciences and Arts Western Switzerland;2021;10.1177/10748407211048217;TRUE;Swiss Consortium SAGE agreement
University of Applied Sciences and Arts Western Switzerland;2021;10.1177/13548166211001180;TRUE;Swiss Consortium SAGE agreement
University of Applied Sciences and Arts Western Switzerland;2021;10.1177/13548166211005198;TRUE;Swiss Consortium SAGE agreement
University of Applied Sciences and Arts Western Switzerland;2021;10.1177/13548166211041416;TRUE;Swiss Consortium SAGE agreement
University of Applied Sciences and Arts Western Switzerland;2021;10.1177/1360780421990024;TRUE;Swiss Consortium SAGE agreement
University of Applied Sciences and Arts Western Switzerland;2021;10.1177/14407833211060059;TRUE;Swiss Consortium SAGE agreement
