institution;period;doi;is_hybrid;agreement
École Polytechnique Fédérale de Lausanne;2022;10.1116/6.0001686;TRUE;Swiss Consortium AIP agreement
École Polytechnique Fédérale de Lausanne;2022;10.1063/5.0119580;TRUE;Swiss Consortium AIP agreement
École Polytechnique Fédérale de Lausanne;2022;10.1116/6.0002039;TRUE;Swiss Consortium AIP agreement
École Polytechnique Fédérale de Lausanne;2022;10.1063/5.0077336;TRUE;Swiss Consortium AIP agreement
École Polytechnique Fédérale de Lausanne;2022;10.1063/5.0080809;TRUE;Swiss Consortium AIP agreement
École Polytechnique Fédérale de Lausanne;2022;10.1063/5.0069765;TRUE;Swiss Consortium AIP agreement
École Polytechnique Fédérale de Lausanne;2022;10.1063/5.0094868;TRUE;Swiss Consortium AIP agreement
École Polytechnique Fédérale de Lausanne;2022;10.1063/5.0130117;TRUE;Swiss Consortium AIP agreement
École Polytechnique Fédérale de Lausanne;2022;10.1063/5.0114538;TRUE;Swiss Consortium AIP agreement
École Polytechnique Fédérale de Lausanne;2022;10.1063/5.0126398;TRUE;Swiss Consortium AIP agreement
École Polytechnique Fédérale de Lausanne;2022;10.1063/5.0128594;TRUE;Swiss Consortium AIP agreement
École Polytechnique Fédérale de Lausanne;2022;10.1063/5.0106661;TRUE;Swiss Consortium AIP agreement
École Polytechnique Fédérale de Lausanne;2022;10.1063/5.0131745;TRUE;Swiss Consortium AIP agreement
École Polytechnique Fédérale de Lausanne;2022;10.1063/5.0077985;TRUE;Swiss Consortium AIP agreement
École Polytechnique Fédérale de Lausanne;2022;10.1063/5.0075876;TRUE;Swiss Consortium AIP agreement
École Polytechnique Fédérale de Lausanne;2022;10.1063/5.0086978;TRUE;Swiss Consortium AIP agreement
École Polytechnique Fédérale de Lausanne;2022;10.1063/5.0087382;TRUE;Swiss Consortium AIP agreement
École Polytechnique Fédérale de Lausanne;2022;10.1063/5.0087042;TRUE;Swiss Consortium AIP agreement
École Polytechnique Fédérale de Lausanne;2022;10.1063/5.0090541;TRUE;Swiss Consortium AIP agreement
