Institution name;APC Payment Year;Date of Submission;Date of Acceptance;DOI;DOI URL;article_is_hybrid;Article OA Status;Publisher Name;Journal Name;Journal ISSN electronic;journal_issn_l ;Article License;agreement
University of Fribourg;;19.10.2022;15.08.2023;10.1016/j.cor.2023.106393;10.1016/j.cor.2023.106393;TRUE;Hybrid;Elsevier;Computers and Operations Research;0305-0548;;CC BY;
University of Fribourg;;11.08.2022;13.03.2024;10.1016/j.jcom.2024.100234;10.1016/j.jcom.2024.100234;TRUE;Hybrid;Elsevier;Journal of Co-operative Organization and Management;2213-297X;;CC BY;
University of Fribourg;;01.07.2022;06.04.2023;10.1016/j.cortex.2023.04.007;10.1016/j.cortex.2023.04.007;TRUE;Hybrid;Elsevier;Cortex;0010-9452;;CC BY;
University of Geneva;;25.05.2022;14.08.2023;10.1016/j.ijoa.2023.103925;10.1016/j.ijoa.2023.103925;TRUE;Hybrid;Elsevier;International Journal of Obstetric Anesthesia;0959-289X;;CC BY;
University of Geneva;;18.11.2022;07.05.2023;10.1016/j.jogoh.2023.102603;10.1016/j.jogoh.2023.102603;TRUE;Hybrid;Elsevier;Journal of Gynecology Obstetrics and Human Reproduction;2468-7847;;CC BY;
University of Geneva;;29.06.2022;17.01.2023;10.1016/j.lpmfor.2023.01.003;10.1016/j.lpmfor.2023.01.003;TRUE;Hybrid;Elsevier;La Presse Médicale Formation;2666-4798;;CC BY;
University of Geneva;;05.09.2022;10.07.2023;10.1016/j.bas.2023.101781;10.1016/j.bas.2023.101781;FALSE;Full Open Access;Society;Brain and Spine;2772-5294;;CC BY;
University of Geneva;;27.03.2022;09.05.2023;10.1016/j.dcn.2023.101254;10.1016/j.dcn.2023.101254;FALSE;Full Open Access;Elsevier;Developmental Cognitive Neuroscience;1878-9293;;CC BY;
University of Geneva;;09.05.2022;12.05.2023;10.1016/j.jad.2023.05.041;10.1016/j.jad.2023.05.041;TRUE;Hybrid;Elsevier;Journal of Affective Disorders;0165-0327;;CC BY;
University of Geneva;;18.07.2022;09.05.2023;10.1016/j.eswa.2023.120463;10.1016/j.eswa.2023.120463;TRUE;Hybrid;Elsevier;Expert Systems With Applications;0957-4174;;CC BY;
University of Geneva;;22.12.2022;25.04.2023;10.1016/j.aca.2023.341284;10.1016/j.aca.2023.341284;TRUE;Hybrid;Elsevier;Analytica Chimica Acta;0003-2670;;CC BY;
University of Geneva;;07.06.2022;09.11.2023;10.1016/j.jhydrol.2023.130547;10.1016/j.jhydrol.2023.130547;TRUE;Hybrid;Elsevier;Journal of Hydrology;0022-1694;;CC BY;
University of Geneva;;17.11.2022;29.10.2023;10.1016/j.tecto.2023.230089;10.1016/j.tecto.2023.230089;TRUE;Hybrid;Elsevier;Tectonophysics;0040-1951;;CC BY;
University of Geneva;;06.03.2022;05.06.2023;10.1016/j.jue.2023.103574;10.1016/j.jue.2023.103574;TRUE;Hybrid;Elsevier;Journal of Urban Economics;0094-1190;;CC BY;
University of Geneva;;18.07.2022;25.01.2024;10.1016/j.eneco.2024.107349;10.1016/j.eneco.2024.107349;TRUE;Hybrid;Elsevier;Energy Economics;0140-9883;;CC BY;
University of Geneva;;30.12.2022;05.11.2023;10.1016/j.oregeorev.2023.105775;10.1016/j.oregeorev.2023.105775;FALSE;Full Open Access;Elsevier;Ore Geology Reviews;0169-1368;;CC BY;
University of Geneva;;25.10.2022;03.05.2023;10.1016/j.neurobiolaging.2023.05.006;10.1016/j.neurobiolaging.2023.05.006;TRUE;Hybrid;Elsevier;Neurobiology of Aging;0197-4580;;CC BY;
University of Geneva;;11.11.2022;29.09.2023;10.1016/j.electstud.2023.102705;10.1016/j.electstud.2023.102705;TRUE;Hybrid;Elsevier;Electoral Studies;0261-3794;;CC BY;
University of Geneva;;21.10.2022;22.04.2023;10.1016/j.jenvp.2023.102026;10.1016/j.jenvp.2023.102026;TRUE;Hybrid;Elsevier;Journal of Environmental Psychology;0272-4944;;CC BY;
University of Geneva;;16.12.2022;31.07.2023;10.1016/j.apenergy.2023.121700;10.1016/j.apenergy.2023.121700;TRUE;Hybrid;Elsevier;Applied Energy;0306-2619;;CC BY;
University of Geneva;;26.06.2022;19.10.2023;10.1016/j.pragma.2023.10.010;10.1016/j.pragma.2023.10.010;TRUE;Hybrid;Elsevier;Journal of Pragmatics;0378-2166;;CC BY;
University of Geneva;;11.11.2022;19.10.2023;10.1016/j.geomphys.2023.105029;10.1016/j.geomphys.2023.105029;TRUE;Hybrid;Elsevier;Journal of Geometry and Physics;0393-0440;;CC BY;
University of Geneva;;08.09.2022;30.05.2023;10.1016/j.gaitpost.2023.05.028;10.1016/j.gaitpost.2023.05.028;TRUE;Hybrid;Elsevier;Gait & Posture;0966-6362;;CC BY;
University of Geneva;;22.12.2022;12.03.2024;10.1016/j.envsci.2024.103726;10.1016/j.envsci.2024.103726;TRUE;Hybrid;Elsevier;Environmental Science and Policy;1462-9011;;CC BY;
University of Geneva;;10.10.2022;03.07.2023;10.1016/j.rcot.2023.07.007;10.1016/j.rcot.2023.07.007;TRUE;Hybrid;Elsevier;Revue de Chirurgie Orthopedique et Traumatologique;1877-0517;;CC BY;
University of Geneva;;10.10.2022;03.07.2023;10.1016/j.otsr.2023.103758;10.1016/j.otsr.2023.103758;TRUE;Hybrid;Elsevier;Orthopaedics & Traumatology: Surgery & Research;1877-0568;;CC BY;
University of Geneva;;09.12.2022;13.06.2023;10.1016/j.jocs.2023.102096;10.1016/j.jocs.2023.102096;TRUE;Hybrid;Elsevier;Journal of Computational Science;1877-7503;;CC BY-NC-ND;
University of Geneva;;14.12.2022;22.10.2023;10.1016/j.ijdrr.2023.104081;10.1016/j.ijdrr.2023.104081;TRUE;Hybrid;Elsevier;International Journal of Disaster Risk Reduction;2212-4209;;CC BY;
University of Geneva;;28.11.2022;10.05.2023;10.1016/j.erss.2023.103141;10.1016/j.erss.2023.103141;TRUE;Hybrid;Elsevier;Energy Research & Social Science;2214-6296;;CC BY;
University of Geneva;;02.09.2022;19.12.2023;10.1016/j.erss.2023.103402;10.1016/j.erss.2023.103402;TRUE;Hybrid;Elsevier;Energy Research & Social Science;2214-6296;;CC BY;
University of Geneva;;08.12.2022;05.09.2023;10.1016/j.jvacx.2023.100383;10.1016/j.jvacx.2023.100383;FALSE;Full Open Access;Elsevier;Vaccine: X;2590-1362;;CC BY;
University of Geneva;;14.12.2022;28.03.2024;10.1016/j.ecosta.2024.03.004;10.1016/j.ecosta.2024.03.004;TRUE;Hybrid;Society;Econometrics and Statistics;2452-3062;;CC BY;
University of Geneva;;30.11.2022;21.05.2023;10.1016/j.epsl.2023.118236;10.1016/j.epsl.2023.118236;TRUE;Hybrid;Elsevier;Earth and Planetary Science Letters;0012-821X;;CC BY;
University of Geneva;;16.02.2022;07.08.2023;10.1016/j.gca.2023.08.010;10.1016/j.gca.2023.08.010;TRUE;Hybrid;Elsevier;Geochimica et Cosmochimica Acta;0016-7037;;CC BY;
University of Geneva;;31.10.2022;15.09.2023;10.1016/j.dental.2023.09.003;10.1016/j.dental.2023.09.003;TRUE;Hybrid;Society;Dental Materials;0109-5641;;CC BY;
University of Geneva;;10.08.2022;31.10.2023;10.1016/j.cognition.2023.105658;10.1016/j.cognition.2023.105658;TRUE;Hybrid;Elsevier;Cognition;0010-0277;;CC BY;
University of Geneva;;10.12.2022;02.09.2023;10.1016/j.ssci.2023.106311;10.1016/j.ssci.2023.106311;TRUE;Hybrid;Elsevier;Safety Science;0925-7535;;CC BY;
University of Geneva;;08.12.2022;27.03.2024;10.1016/j.nlm.2024.107916;10.1016/j.nlm.2024.107916;TRUE;Hybrid;Elsevier;Neurobiology of Learning and Memory;1074-7427;;CC BY;
University of Geneva;;15.11.2022;26.04.2024;10.1016/j.dam.2024.04.015;10.1016/j.dam.2024.04.015;TRUE;Hybrid;Elsevier;Discrete Applied Mathematics;0166-218X;;CC BY;
University of Geneva;;17.09.2022;16.05.2023;10.1016/j.reseneeco.2023.101375;10.1016/j.reseneeco.2023.101375;TRUE;Hybrid;Elsevier;Resource and Energy Economics;0928-7655;;CC BY;
University of Geneva;;01.07.2022;12.05.2023;10.1016/j.jup.2023.101582;10.1016/j.jup.2023.101582;TRUE;Hybrid;Elsevier;Utilities Policy;0957-1787;;CC BY;
University of Geneva;;25.10.2022;04.07.2023;10.1016/j.egycc.2023.100111;10.1016/j.egycc.2023.100111;TRUE;Hybrid;Elsevier;Energy and Climate Change;2666-2787;;CC BY;
University of Geneva;;21.12.2022;11.09.2023;10.1016/j.heliyon.2023.e20069;10.1016/j.heliyon.2023.e20069;FALSE;Full Open Access;Elsevier;Heliyon;2405-8440;;CC BY;
University of Geneva;;20.01.2022;23.05.2023;10.1016/j.worlddev.2023.106308;10.1016/j.worlddev.2023.106308;TRUE;Hybrid;Elsevier;World Development;0305-750X;;CC BY;
University of Lausanne;;07.11.2022;19.06.2023;10.1016/j.cortex.2023.06.019;10.1016/j.cortex.2023.06.019;TRUE;Hybrid;Elsevier;Cortex;0010-9452;;CC BY;
University of Lausanne;;31.10.2022;15.05.2023;10.1016/j.jpsychires.2023.05.042;10.1016/j.jpsychires.2023.05.042;TRUE;Hybrid;Elsevier;Journal of Psychiatric Research;0022-3956;;CC BY;
University of Lausanne;;07.12.2022;23.04.2023;10.1016/j.urolvj.2023.100228;10.1016/j.urolvj.2023.100228;FALSE;Full Open Access;Elsevier;Urology Video Journal;2590-0897;;CC BY;
University of Lausanne;;11.11.2022;13.06.2023;10.1016/j.arcped.2023.06.007;10.1016/j.arcped.2023.06.007;TRUE;Hybrid;Society;Archives de pédiatrie;0929-693X;;CC BY;
University of Lausanne;;14.11.2022;26.08.2023;10.1016/j.forsciint.2023.111813;10.1016/j.forsciint.2023.111813;TRUE;Hybrid;Elsevier;Forensic Science International;0379-0738;;CC BY;
University of Lausanne;;24.05.2022;04.03.2023;10.1016/j.arcped.2023.03.002;10.1016/j.arcped.2023.03.002;TRUE;Hybrid;Society;Archives de pédiatrie;0929-693X;;CC BY;
University of Lausanne;;18.08.2022;01.09.2023;10.1016/j.arcped.2023.09.001;10.1016/j.arcped.2023.09.001;TRUE;Hybrid;Society;Archives de pédiatrie;0929-693X;;CC BY;
University of Lausanne;;16.10.2022;19.07.2023;10.1016/j.jmva.2023.105227;10.1016/j.jmva.2023.105227;TRUE;Hybrid;Elsevier;Journal of Multivariate Analysis;0047-259X;;CC BY;
University of Lausanne;;01.11.2022;06.06.2023;10.1016/j.geomorph.2023.108782;10.1016/j.geomorph.2023.108782;TRUE;Hybrid;Elsevier;Geomorphology;0169-555X;;CC BY;
University of Lausanne;;21.12.2022;06.12.2023;10.1016/j.giq.2023.101903;10.1016/j.giq.2023.101903;TRUE;Hybrid;Elsevier;Government Information Quarterly;0740-624X;;CC BY;
University of Lausanne;;21.07.2022;12.09.2023;10.1016/j.earscirev.2023.104568;10.1016/j.earscirev.2023.104568;TRUE;Hybrid;Elsevier;Earth-Science Reviews;0012-8252;;CC BY;
University of Lausanne;;23.08.2022;08.08.2023;10.1016/j.joep.2023.102666;10.1016/j.joep.2023.102666;TRUE;Hybrid;Elsevier;Journal of Economic Psychology;0167-4870;;CC BY;
University of Lausanne;;13.04.2022;29.04.2023;10.1016/j.insmatheco.2023.04.003;10.1016/j.insmatheco.2023.04.003;TRUE;Hybrid;Elsevier;Insurance Mathematics and Economics;0167-6687;;CC BY;
University of Lausanne;;21.12.2022;15.05.2023;10.1016/j.neurenf.2023.05.004;10.1016/j.neurenf.2023.05.004;TRUE;Hybrid;Elsevier;Neuropsychiatrie de l'enfance et de l'adolescence;0222-9617;;CC BY;
University of Lausanne;;20.09.2022;11.06.2023;10.1016/j.langcom.2023.06.003;10.1016/j.langcom.2023.06.003;TRUE;Hybrid;Elsevier;Language and Communication;0271-5309;;CC BY-NC-ND;
University of Lausanne;;07.12.2022;18.12.2023;10.1016/j.jenvp.2023.102223;10.1016/j.jenvp.2023.102223;TRUE;Hybrid;Elsevier;Journal of Environmental Psychology;0272-4944;;CC BY;
University of Lausanne;;30.08.2022;25.04.2023;10.1016/j.forsciint.2023.111709;10.1016/j.forsciint.2023.111709;TRUE;Hybrid;Elsevier;Forensic Science International;0379-0738;;CC BY-NC-ND;
University of Lausanne;;14.01.2022;07.03.2024;10.1016/j.labeco.2024.102537;10.1016/j.labeco.2024.102537;TRUE;Hybrid;Elsevier;Labour Economics;0927-5371;;CC BY;
University of Lausanne;;20.12.2022;23.05.2023;10.1016/j.jhlste.2023.100452;10.1016/j.jhlste.2023.100452;TRUE;Hybrid;Elsevier;Journal of Hospitality, Leisure, Sport & Tourism Education;1473-8376;;CC BY;
University of Lausanne;;05.12.2022;02.07.2023;10.1016/j.sapharm.2023.07.001;10.1016/j.sapharm.2023.07.001;TRUE;Hybrid;Elsevier;Research in Social and Administrative Pharmacy;1551-7411;;CC BY-NC-ND;
University of Lausanne;;18.12.2022;24.06.2023;10.1016/j.rsma.2023.103081;10.1016/j.rsma.2023.103081;TRUE;Hybrid;Elsevier;Regional Studies in Marine Science;2352-4855;;CC BY;
University of Lausanne;;14.12.2022;18.05.2023;10.1016/j.heliyon.2023.e16517;10.1016/j.heliyon.2023.e16517;FALSE;Full Open Access;Elsevier;Heliyon;2405-8440;;CC BY;
University of Lausanne;;26.09.2022;25.10.2023;10.1016/j.euroecorev.2023.104623;10.1016/j.euroecorev.2023.104623;TRUE;Hybrid;Elsevier;European Economic Review;0014-2921;;CC BY;
University of Lausanne;;14.03.2022;22.05.2023;10.1016/j.respol.2023.104820;10.1016/j.respol.2023.104820;TRUE;Hybrid;Elsevier;Research Policy;0048-7333;;CC BY;
University of Lausanne;;24.08.2022;23.11.2023;10.1016/j.jhealeco.2023.102842;10.1016/j.jhealeco.2023.102842;TRUE;Hybrid;Elsevier;Journal of Health Economics;0167-6296;;CC BY;
University of Lausanne;;08.11.2022;18.04.2024;10.1016/j.geb.2024.04.010;10.1016/j.geb.2024.04.010;TRUE;Hybrid;Elsevier;Games and Economic Behavior;0899-8256;;CC BY;
University of Lausanne;;30.05.2022;04.05.2024;10.1016/j.shpsa.2024.05.008;10.1016/j.shpsa.2024.05.008;TRUE;Hybrid;Elsevier;Studies in History and Philosophy of Science;0039-3681;;CC BY;
University of Lausanne;;22.09.2022;18.08.2023;10.1016/j.ijedudev.2023.102878;10.1016/j.ijedudev.2023.102878;TRUE;Hybrid;Elsevier;International Journal of Educational Development;0738-0593;;CC BY;
University of Lausanne;;12.12.2022;03.07.2023;10.1016/j.enggeo.2023.107239;10.1016/j.enggeo.2023.107239;TRUE;Hybrid;Elsevier;Engineering Geology;0013-7952;;CC BY;
University of Lausanne;;07.12.2022;23.08.2023;10.1016/j.erap.2023.100930;10.1016/j.erap.2023.100930;TRUE;Hybrid;Elsevier;European Review of Applied Psychology;1162-9088;;CC BY;
University of Lausanne;;12.09.2022;19.05.2023;10.1016/j.forsciint.2023.111736;10.1016/j.forsciint.2023.111736;TRUE;Hybrid;Elsevier;Forensic Science International;0379-0738;;CC BY;
University of Lausanne;;18.08.2022;21.06.2023;10.1016/j.forsciint.2023.111769;10.1016/j.forsciint.2023.111769;TRUE;Hybrid;Elsevier;Forensic Science International;0379-0738;;CC BY;
University of Lausanne;;23.06.2022;29.08.2023;10.1016/j.landusepol.2023.106887;10.1016/j.landusepol.2023.106887;TRUE;Hybrid;Elsevier;Land Use Policy;0264-8377;;CC BY;
University of Liechtenstein;;14.06.2022;04.05.2023;10.1016/j.indmarman.2023.05.002;10.1016/j.indmarman.2023.05.002;TRUE;Hybrid;Elsevier;Industrial Marketing Management;0019-8501;;CC BY;
University of Liechtenstein;;01.06.2022;17.05.2023;10.1016/j.jisa.2023.103517;10.1016/j.jisa.2023.103517;TRUE;Hybrid;Elsevier;Journal of Information Security and Applications;2214-2126;;CC BY;
University of Lucerne;;05.12.2022;05.06.2023;10.1016/j.pec.2023.107840;10.1016/j.pec.2023.107840;TRUE;Hybrid;Elsevier;Patient Education and Counseling;0738-3991;;CC BY;
University of Lucerne;;21.11.2022;29.06.2023;10.1016/j.pec.2023.107879;10.1016/j.pec.2023.107879;TRUE;Hybrid;Elsevier;Patient Education and Counseling;0738-3991;;CC BY-NC-ND;
University of Neuchatel;;16.01.2022;01.09.2023;10.1016/j.anbehav.2023.09.001;10.1016/j.anbehav.2023.09.001;TRUE;Hybrid;Society;Animal Behaviour;0003-3472;;CC BY;
University of Neuchatel;;28.09.2022;18.02.2024;10.1016/j.lcsi.2024.100806;10.1016/j.lcsi.2024.100806;TRUE;Hybrid;Elsevier;Learning, Culture and Social Interaction;2210-6561;;CC BY;
University of Neuchatel;;19.09.2022;18.12.2023;10.1016/j.jacceco.2023.101670;10.1016/j.jacceco.2023.101670;TRUE;Hybrid;Elsevier;Journal of Accounting and Economics;0165-4101;;CC BY;
University of Neuchatel;;23.12.2022;07.05.2023;10.1016/j.agrformet.2023.109503;10.1016/j.agrformet.2023.109503;TRUE;Hybrid;Elsevier;Agricultural and Forest Meteorology;0168-1923;;CC BY-NC-ND;
University of Neuchatel;;09.03.2022;09.05.2023;10.1016/j.emj.2023.05.003;10.1016/j.emj.2023.05.003;TRUE;Hybrid;Society;European Management Journal;0263-2373;;CC BY;
University of Neuchatel;;10.10.2022;20.12.2023;10.1016/j.pragma.2023.12.014;10.1016/j.pragma.2023.12.014;TRUE;Hybrid;Elsevier;Journal of Pragmatics;0378-2166;;CC BY;
University of Neuchatel;;28.10.2022;25.08.2023;10.1016/j.jsc.2023.102263;10.1016/j.jsc.2023.102263;TRUE;Hybrid;Elsevier;Journal of Symbolic Computation;0747-7171;;CC BY;
University of Neuchatel;;12.04.2022;27.04.2023;10.1016/j.ijlcj.2023.100609;10.1016/j.ijlcj.2023.100609;TRUE;Hybrid;Elsevier;International Journal of Law, Crime and Justice;1756-0616;;CC BY;
University of Neuchatel;;30.09.2022;14.03.2023;10.1016/j.watres.2023.119880;10.1016/j.watres.2023.119880;TRUE;Hybrid;Elsevier;Water Research;0043-1354;;CC BY;
University of Neuchatel;;16.02.2022;07.05.2024;10.1016/j.jimonfin.2024.103097;10.1016/j.jimonfin.2024.103097;TRUE;Hybrid;Elsevier;Journal of International Money and Finance;0261-5606;;CC BY;
University of Neuchatel;;21.08.2022;10.06.2023;10.1016/j.enpol.2023.113676;10.1016/j.enpol.2023.113676;TRUE;Hybrid;Elsevier;Energy Policy;0301-4215;;CC BY;
University of St.Gallen;;26.03.2022;29.08.2023;10.1016/j.jet.2023.105732;10.1016/j.jet.2023.105732;TRUE;Hybrid;Elsevier;Journal of Economic Theory;0022-0531;;CC BY;
University of St.Gallen;;01.07.2022;03.12.2023;10.1016/j.indmarman.2023.12.002;10.1016/j.indmarman.2023.12.002;TRUE;Hybrid;Elsevier;Industrial Marketing Management;0019-8501;;CC BY;
University of St.Gallen;;11.08.2022;10.10.2023;10.1016/j.techfore.2023.122929;10.1016/j.techfore.2023.122929;TRUE;Hybrid;Elsevier;Technological Forecasting & Social Change;0040-1625;;CC BY;
University of St.Gallen;;01.09.2022;08.05.2023;10.1016/j.insmatheco.2023.05.002;10.1016/j.insmatheco.2023.05.002;TRUE;Hybrid;Elsevier;Insurance Mathematics and Economics;0167-6687;;CC BY;
University of St.Gallen;;28.05.2022;18.08.2023;10.1016/j.enpol.2023.113779;10.1016/j.enpol.2023.113779;TRUE;Hybrid;Elsevier;Energy Policy;0301-4215;;CC BY;
University of St.Gallen;;30.11.2022;25.06.2023;10.1016/j.rser.2023.113506;10.1016/j.rser.2023.113506;TRUE;Hybrid;Elsevier;Renewable and Sustainable Energy Reviews;1364-0321;;CC BY;
University of St.Gallen;;07.07.2022;17.05.2023;10.1016/j.trip.2023.100847;10.1016/j.trip.2023.100847;FALSE;Full Open Access;Elsevier;Transportation Research Interdisciplinary Perspectives;2590-1982;;CC BY;
University of Zurich;;08.12.2022;06.07.2023;10.1016/j.spinee.2023.07.005;10.1016/j.spinee.2023.07.005;TRUE;Hybrid;Elsevier;The Spine Journal;1529-9430;;CC BY;
University of Zurich;;19.08.2022;17.04.2023;10.1016/j.neuroimage.2023.120128;10.1016/j.neuroimage.2023.120128;FALSE;Full Open Access;Elsevier;NeuroImage;1053-8119;;CC BY;
University of Zurich;;02.12.2022;18.08.2023;10.1016/j.burns.2023.08.016;10.1016/j.burns.2023.08.016;TRUE;Hybrid;Society;Burns;0305-4179;;CC BY;
University of Zurich;;02.08.2022;23.08.2023;10.1016/j.heliyon.2023.e19468;10.1016/j.heliyon.2023.e19468;FALSE;Full Open Access;Elsevier;Heliyon;2405-8440;;CC BY;
University of Zurich;;06.10.2022;03.05.2024;10.1016/j.heliyon.2024.e30752;10.1016/j.heliyon.2024.e30752;FALSE;Full Open Access;Elsevier;Heliyon;2405-8440;;CC BY;
University of Zurich;;09.08.2022;27.04.2023;10.1016/j.forsciint.2023.111712;10.1016/j.forsciint.2023.111712;TRUE;Hybrid;Elsevier;Forensic Science International;0379-0738;;CC BY;
University of Zurich;;15.07.2022;17.07.2023;10.1016/j.edurev.2023.100552;10.1016/j.edurev.2023.100552;TRUE;Hybrid;Elsevier;Educational Research Review;1747-938X;;CC BY-NC-ND;
University of Zurich;;26.09.2022;13.06.2023;10.1016/j.electstud.2023.102641;10.1016/j.electstud.2023.102641;TRUE;Hybrid;Elsevier;Electoral Studies;0261-3794;;CC BY;
University of Zurich;;22.12.2022;07.05.2023;10.1016/j.jtherbio.2023.103592;10.1016/j.jtherbio.2023.103592;TRUE;Hybrid;Elsevier;Journal of Thermal Biology;0306-4565;;CC BY;
University of Zurich;;29.11.2022;07.11.2023;10.1016/j.jfs.2023.101192;10.1016/j.jfs.2023.101192;TRUE;Hybrid;Elsevier;Journal of Financial Stability;1572-3089;;CC BY;
University of Zurich;;12.08.2022;13.07.2023;10.1016/j.pacs.2023.100532;10.1016/j.pacs.2023.100532;FALSE;Full Open Access;Elsevier;Photoacoustics;2213-5979;;CC BY-NC-ND;
University of Zurich;;24.12.2022;23.07.2023;10.1016/j.osnem.2023.100264;10.1016/j.osnem.2023.100264;TRUE;Hybrid;Elsevier;Online Social Networks and Media;2468-6964;;CC BY;
University of Zurich;;28.09.2022;23.08.2023;10.1016/j.anbehav.2023.10.010;10.1016/j.anbehav.2023.10.010;TRUE;Hybrid;Society;Animal Behaviour;0003-3472;;CC BY;
University of Zurich;;14.09.2022;31.03.2023;10.1016/j.cortex.2023.03.012;10.1016/j.cortex.2023.03.012;TRUE;Hybrid;Elsevier;Cortex;0010-9452;;CC BY;
University of Zurich;;11.05.2022;20.11.2023;10.1016/j.euroecorev.2023.104643;10.1016/j.euroecorev.2023.104643;TRUE;Hybrid;Elsevier;European Economic Review;0014-2921;;CC BY;
University of Zurich;;10.06.2022;02.01.2024;10.1016/j.techfore.2024.123208;10.1016/j.techfore.2024.123208;TRUE;Hybrid;Elsevier;Technological Forecasting & Social Change;0040-1625;;CC BY;
University of Zurich;;15.10.2022;10.05.2023;10.1016/j.cag.2023.05.004;10.1016/j.cag.2023.05.004;TRUE;Hybrid;Elsevier;Computers & Graphics;0097-8493;;CC BY;
University of Zurich;;31.12.2022;02.10.2023;10.1016/j.cpr.2023.102344;10.1016/j.cpr.2023.102344;TRUE;Hybrid;Elsevier;Clinical Psychology Review;0272-7358;;CC BY;
University of Zurich;;21.12.2022;07.04.2024;10.1016/j.spa.2024.104356;10.1016/j.spa.2024.104356;TRUE;Hybrid;Elsevier;Stochastic Processes and their Applications;0304-4149;;CC BY;
University of Zurich;;19.12.2022;10.05.2023;10.1016/j.mehy.2023.111095;10.1016/j.mehy.2023.111095;TRUE;Hybrid;Elsevier;Medical Hypotheses;0306-9877;;CC BY;
University of Zurich;;15.12.2022;09.05.2023;10.1016/j.pubrev.2023.102339;10.1016/j.pubrev.2023.102339;TRUE;Hybrid;Elsevier;Public Relations Review;0363-8111;;CC BY;
University of Zurich;;17.04.2022;31.08.2023;10.1016/j.jbankfin.2023.106992;10.1016/j.jbankfin.2023.106992;TRUE;Hybrid;Elsevier;Journal of Banking and Finance;0378-4266;;CC BY;
University of Zurich;;31.08.2022;31.07.2023;10.1016/j.geomphys.2023.104956;10.1016/j.geomphys.2023.104956;TRUE;Hybrid;Elsevier;Journal of Geometry and Physics;0393-0440;;CC BY;
University of Zurich;;03.11.2022;06.05.2023;10.1016/j.camwa.2023.05.005;10.1016/j.camwa.2023.05.005;TRUE;Hybrid;Elsevier;Computers and Mathematics with Applications;0898-1221;;CC BY-NC-ND;
University of Zurich;;27.01.2022;20.04.2023;10.1016/j.ecolecon.2023.107861;10.1016/j.ecolecon.2023.107861;TRUE;Hybrid;Elsevier;Ecological Economics;0921-8009;;CC BY;
University of Zurich;;18.11.2022;27.09.2023;10.1016/j.jempfin.2023.101431;10.1016/j.jempfin.2023.101431;TRUE;Hybrid;Elsevier;Journal of Empirical Finance;0927-5398;;CC BY;
University of Zurich;;31.07.2022;04.11.2023;10.1016/j.jcorpfin.2023.102508;10.1016/j.jcorpfin.2023.102508;TRUE;Hybrid;Elsevier;Journal of Corporate Finance;0929-1199;;CC BY-NC-ND;
University of Zurich;;02.11.2022;30.10.2023;10.1016/j.jclepro.2023.139575;10.1016/j.jclepro.2023.139575;TRUE;Hybrid;Elsevier;Journal of Cleaner Production;0959-6526;;CC BY;
University of Zurich;;29.12.2022;08.04.2024;10.1016/j.leaqua.2024.101788;10.1016/j.leaqua.2024.101788;TRUE;Hybrid;Elsevier;The Leadership Quarterly;1048-9843;;CC BY;
University of Zurich;;22.03.2022;06.03.2023;10.1016/j.iref.2023.03.009;10.1016/j.iref.2023.03.009;TRUE;Hybrid;Elsevier;International Review of Economics and Finance;1059-0560;;CC BY;
University of Zurich;;16.12.2022;30.01.2024;10.1016/j.media.2024.103099;10.1016/j.media.2024.103099;TRUE;Hybrid;Elsevier;Medical Image Analysis;1361-8415;;CC BY;
University of Zurich;;23.12.2022;30.06.2023;10.1016/j.clinph.2023.06.025;10.1016/j.clinph.2023.06.025;TRUE;Hybrid;Society;Clinical Neurophysiology;1388-2457;;CC BY;
University of Zurich;;19.08.2022;11.05.2023;10.1016/j.dcn.2023.101255;10.1016/j.dcn.2023.101255;FALSE;Full Open Access;Elsevier;Developmental Cognitive Neuroscience;1878-9293;;CC BY;
University of Zurich;;20.06.2022;28.09.2023;10.1016/j.softx.2023.101539;10.1016/j.softx.2023.101539;FALSE;Full Open Access;Elsevier;SoftwareX;2352-7110;;CC BY;
University of Zurich;;13.08.2022;13.07.2023;10.1016/j.heliyon.2023.e18328;10.1016/j.heliyon.2023.e18328;FALSE;Full Open Access;Elsevier;Heliyon;2405-8440;;CC BY;
University of Zurich;;22.11.2022;27.03.2024;10.1016/j.jaacop.2024.03.001;10.1016/j.jaacop.2024.03.001;FALSE;Full Open Access;Society;JAACAP Open;2949-7329;;CC BY-NC-ND;
University of Zurich;;11.07.2022;19.07.2023;10.1016/j.neuroimage.2023.120285;10.1016/j.neuroimage.2023.120285;FALSE;Full Open Access;Elsevier;NeuroImage;1053-8119;;CC BY;
University of Zurich;;23.12.2022;16.01.2024;10.1016/j.mathsocsci.2024.01.007;10.1016/j.mathsocsci.2024.01.007;TRUE;Hybrid;Elsevier;Mathematical Social Sciences;0165-4896;;CC BY;
University of Zurich;;31.07.2022;26.06.2023;10.1016/j.crm.2023.100534;10.1016/j.crm.2023.100534;FALSE;Full Open Access;Elsevier;Climate Risk Management;2212-0963;;CC BY;
University of Zurich;;17.11.2022;18.07.2023;10.1016/j.jort.2023.100673;10.1016/j.jort.2023.100673;TRUE;Hybrid;Elsevier;Journal of Outdoor Recreation and Tourism;2213-0780;;CC BY;
