Institute Name;APC Payment Year;DOI;article_is_hybrid;Article OA Status;Publisher Name;Journal Name;Journal ISSN(s);Journal ISSN print;Journal ISSN electronic;journal_issn_l ;Article License;agreement
Swiss Federal University for Vocational Education and Training;2021;10.1016/j.jebo.2022.09.003;TRUE;Hybrid;Elsevier;Journal of Economic Behavior and Organization;;;0167-2681;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
Swiss Ornithological Institute;2021;10.1016/j.jtbi.2022.111108;TRUE;Hybrid;Elsevier;Journal of Theoretical Biology;;;0022-5193;;CC BY;Swiss Consortium Elsevier agreement
Swiss Ornithological Institute;2021;10.1016/j.ecolind.2022.109005;FALSE;Full;Elsevier;Ecological Indicators;;;1470-160X;;CC BY;Swiss Consortium Elsevier agreement
Università della Svizzera italiana;2021;10.1016/j.ipm.2022.102890;TRUE;Hybrid;Elsevier;Information Processing and Management;;;0306-4573;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
Università della Svizzera italiana;2021;10.1016/j.pragma.2022.04.006;TRUE;Hybrid;Elsevier;Journal of Pragmatics;;;0378-2166;;CC BY;Swiss Consortium Elsevier agreement
Università della Svizzera italiana;2021;10.1016/j.apnum.2022.04.014;TRUE;Hybrid;Elsevier;Applied Numerical Mathematics;;;0168-9274;;CC BY;Swiss Consortium Elsevier agreement
Università della Svizzera italiana;2021;10.1016/j.chbr.2022.100204;FALSE;Full;Elsevier;Computers in Human Behavior Reports;;;2451-9588;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
Università della Svizzera italiana;2021;10.1016/j.segan.2022.100789;TRUE;Hybrid;Elsevier;Sustainable Energy, Grids and Networks;;;2352-4677;;CC BY;Swiss Consortium Elsevier agreement
Università della Svizzera italiana;2021;10.1016/j.jss.2022.111417;TRUE;Hybrid;Elsevier;The Journal of Systems & Software;;;0164-1212;;CC BY;Swiss Consortium Elsevier agreement
University of Applied Sciences and Arts Northwestern Switzerland;2021;10.1016/j.hydromet.2022.105916;TRUE;Hybrid;Elsevier;Hydrometallurgy;;;0304-386X;;CC BY;Swiss Consortium Elsevier agreement
University of Applied Sciences and Arts Northwestern Switzerland;2021;10.1016/j.heliyon.2022.e10248;FALSE;Full;Elsevier;Heliyon;;;2405-8440;;CC BY;Swiss Consortium Elsevier agreement
University of Applied Sciences and Arts Northwestern Switzerland;2021;10.1016/j.jvb.2022.103766;TRUE;Hybrid;Elsevier;Journal of Vocational Behavior;;;0001-8791;;CC BY;Swiss Consortium Elsevier agreement
University of Applied Sciences and Arts of Southern Switzerland;2021;10.1016/j.geothermics.2022.102417;TRUE;Hybrid;Elsevier;Geothermics;;;0375-6505;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Applied Sciences and Arts of Southern Switzerland;2021;10.1016/j.ijfatigue.2022.106915;TRUE;Hybrid;Elsevier;International Journal of Fatigue;;;0142-1123;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Applied Sciences and Arts of Southern Switzerland;2021;10.1016/j.jasrep.2022.103493;TRUE;Hybrid;Elsevier;Journal of Archaeological Science: Reports;;;2352-409X;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Applied Sciences and Arts of Southern Switzerland;2021;10.1016/j.powtec.2022.117573;TRUE;Hybrid;Elsevier;Powder Technology;;;0032-5910;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Applied Sciences and Arts of Southern Switzerland;2021;10.1016/j.baae.2022.06.003;FALSE;Full;Elsevier;Basic and Applied Ecology;;;1439-1791;;CC BY;Swiss Consortium Elsevier agreement
University of Applied Sciences and Arts of Southern Switzerland;2021;10.1016/j.artint.2022.103771;TRUE;Hybrid;Elsevier;Artificial Intelligence;;;0004-3702;;CC BY;Swiss Consortium Elsevier agreement
University of Applied Sciences and Arts of Southern Switzerland;2021;10.1016/j.rcim.2022.102445;TRUE;Hybrid;Elsevier;Robotics and Computer-Integrated Manufacturing;;;0736-5845;;CC BY;Swiss Consortium Elsevier agreement
University of Applied Sciences and Arts of Southern Switzerland;2021;10.1016/j.tbs.2022.12.001;TRUE;Hybrid;Elsevier;Travel Behaviour and Society;;;2214-367X;;CC BY;Swiss Consortium Elsevier agreement
University of Applied Sciences and Arts Western Switzerland;2021;10.1016/j.ejogrb.2021.11.005;TRUE;Hybrid;Elsevier;European Journal of Obstetrics & Gynecology and Reproductive Biology;;;0301-2115;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Applied Sciences and Arts Western Switzerland;2021;10.1016/j.ijosm.2022.04.007;TRUE;Hybrid;Elsevier;International Journal of Osteopathic Medicine;;;1746-0689;;CC BY;Swiss Consortium Elsevier agreement
University of Applied Sciences and Arts Western Switzerland;2021;10.1016/j.nutos.2022.05.002;FALSE;Full;Elsevier;Clinical Nutrition Open Science;;;2667-2685;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Applied Sciences and Arts Western Switzerland;2021;10.1016/j.conbuildmat.2022.128392;TRUE;Hybrid;Elsevier;Construction and Building Materials;;;0950-0618;;CC BY;Swiss Consortium Elsevier agreement
University of Basel;2021;10.1016/j.prosdent.2021.09.013;TRUE;Hybrid;Elsevier;The Journal of Prosthetic Dentistry;;;0022-3913;;CC BY;Swiss Consortium Elsevier agreement
University of Basel;2021;10.1016/j.chiabu.2022.105489;TRUE;Hybrid;Elsevier;Child Abuse & Neglect;;;0145-2134;;CC BY;Swiss Consortium Elsevier agreement
University of Basel;2021;10.1016/j.ymgme.2022.01.004;TRUE;Hybrid;Elsevier;Molecular Genetics and Metabolism;;;1096-7192;;CC BY;Swiss Consortium Elsevier agreement
University of Basel;2021;10.1016/j.compbiomed.2022.105280;TRUE;Hybrid;Elsevier;Computers in Biology and Medicine;;;0010-4825;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Basel;2021;10.1016/j.ajoc.2022.101420;FALSE;Full;Elsevier;American Journal of Ophthalmology Case Reports;;;2451-9936;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Basel;2021;10.1016/j.fct.2022.112869;TRUE;Hybrid;Elsevier;Food and Chemical Toxicology;;;0278-6915;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Basel;2021;10.1016/j.suronc.2022.101733;TRUE;Hybrid;Elsevier;Surgical Oncology;;;0960-7404;;CC BY;Swiss Consortium Elsevier agreement
University of Basel;2021;10.1016/j.erss.2022.102570;TRUE;Hybrid;Elsevier;Energy Research & Social Science;;;2214-6296;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Basel;2021;10.1016/j.pan.2022.03.012;TRUE;Hybrid;Elsevier;Pancreatology;;;1424-3903;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Basel;2021;10.1016/j.breast.2022.03.008;FALSE;Full;Elsevier;The Breast;;;0960-9776;;CC BY;Swiss Consortium Elsevier agreement
University of Basel;2021;10.1016/j.jmr.2022.107196;TRUE;Hybrid;Elsevier;Journal of Magnetic Resonance;;;1090-7807;;CC BY;Swiss Consortium Elsevier agreement
University of Basel;2021;10.1016/j.tox.2022.153159;TRUE;Hybrid;Elsevier;Toxicology;;;0300-483X;;CC BY;Swiss Consortium Elsevier agreement
University of Basel;2021;10.1016/j.eiar.2022.106788;TRUE;Hybrid;Elsevier;Environmental Impact Assessment Review;;;0195-9255;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Basel;2021;10.1016/j.phytochem.2022.113183;TRUE;Hybrid;Elsevier;Phytochemistry;;;0031-9422;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Basel;2021;10.1016/j.jpsychires.2022.03.058;TRUE;Hybrid;Elsevier;Journal of Psychiatric Research;;;0022-3956;;CC BY;Swiss Consortium Elsevier agreement
University of Basel;2021;10.1016/j.envres.2022.113252;TRUE;Hybrid;Elsevier;Environmental Research;;;0013-9351;;CC BY;Swiss Consortium Elsevier agreement
University of Basel;2021;10.1016/j.ajoc.2022.101527;FALSE;Full;Elsevier;American Journal of Ophthalmology Case Reports;;;2451-9936;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Basel;2021;10.1016/j.vaccine.2022.04.044;TRUE;Hybrid;Elsevier;Vaccine;;;0264-410X;;CC BY;Swiss Consortium Elsevier agreement
University of Basel;2021;10.1016/j.irfa.2022.102185;TRUE;Hybrid;Elsevier;International Review of Financial Analysis;;;1057-5219;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Basel;2021;10.1016/j.fsigen.2022.102716;TRUE;Hybrid;Elsevier;Forensic Science International: Genetics;;;1872-4973;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Basel;2021;10.1016/j.futures.2022.102955;TRUE;Hybrid;Elsevier;Futures;;;0016-3287;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Basel;2021;10.1016/j.psychsport.2022.102218;TRUE;Hybrid;Elsevier;Psychology of Sport & Exercise;;;1469-0292;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Basel;2021;10.1016/j.jclinepi.2022.05.014;TRUE;Hybrid;Elsevier;Journal of Clinical Epidemiology;;;0895-4356;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Basel;2021;10.1016/j.gde.2022.101939;TRUE;Hybrid;Elsevier;Current Opinion in Genetics & Development;;;0959-437X;;CC BY;Swiss Consortium Elsevier agreement
University of Basel;2021;10.1016/j.scijus.2022.05.006;TRUE;Hybrid;Elsevier;Science & Justice;;;1355-0306;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Basel;2021;10.1016/j.chiabu.2022.105776;TRUE;Hybrid;Elsevier;Child Abuse & Neglect;;;0145-2134;;CC BY;Swiss Consortium Elsevier agreement
University of Basel;2021;10.1016/j.mhpa.2022.100464;TRUE;Hybrid;Elsevier;Mental Health and Physical Activity;;;1755-2966;;CC BY;Swiss Consortium Elsevier agreement
University of Basel;2021;10.1016/j.ecolecon.2022.107545;TRUE;Hybrid;Elsevier;Ecological Economics;;;0921-8009;;CC BY;Swiss Consortium Elsevier agreement
University of Basel;2021;10.1016/j.jebo.2022.07.010;TRUE;Hybrid;Elsevier;Journal of Economic Behavior and Organization;;;0167-2681;;CC BY;Swiss Consortium Elsevier agreement
University of Basel;2021;10.1016/j.bjps.2022.06.106;TRUE;Hybrid;Elsevier;Journal of Plastic, Reconstructive & Aesthetic Surgery;;;1748-6815;;CC BY;Swiss Consortium Elsevier agreement
University of Basel;2021;10.1016/j.trip.2022.100663;FALSE;Full;Elsevier;Transportation Research Interdisciplinary Perspectives;;;2590-1982;;CC BY;Swiss Consortium Elsevier agreement
University of Basel;2021;10.1016/j.jaad.2022.07.041;TRUE;Hybrid;Elsevier;Journal of the American Academy of Dermatology;;;0190-9622;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Basel;2021;10.1016/j.conctc.2022.100970;FALSE;Full;Elsevier;Contemporary Clinical Trials Communications;;;2451-8654;;CC BY;Swiss Consortium Elsevier agreement
University of Basel;2021;10.1016/j.jbtep.2022.101775;TRUE;Hybrid;Elsevier;Journal of Behavior Therapy and Experimental Psychiatry;;;0005-7916;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Basel;2021;10.1016/j.jad.2022.08.064;TRUE;Hybrid;Elsevier;Journal of Affective Disorders;;;0165-0327;;CC BY;Swiss Consortium Elsevier agreement
University of Basel;2021;10.1016/j.atherosclerosis.2022.09.007;TRUE;Hybrid;Elsevier;Atherosclerosis;;;0021-9150;;CC BY;Swiss Consortium Elsevier agreement
University of Basel;2021;10.1016/j.hlpt.2022.100683;TRUE;Hybrid;Elsevier;Health Policy and Technology;;;2211-8837;;CC BY;Swiss Consortium Elsevier agreement
University of Basel;2021;10.1016/j.reseneeco.2022.101336;TRUE;Hybrid;Elsevier;Resource and Energy Economics;;;0928-7655;;CC BY;Swiss Consortium Elsevier agreement
University of Basel;2021;10.1016/j.jebo.2022.10.023;TRUE;Hybrid;Elsevier;Journal of Economic Behavior and Organization;;;0167-2681;;CC BY;Swiss Consortium Elsevier agreement
University of Basel;2021;10.1016/j.joep.2022.102575;TRUE;Hybrid;Elsevier;Journal of Economic Psychology;;;0167-4870;;CC BY;Swiss Consortium Elsevier agreement
University of Basel;2021;10.1016/j.artmed.2022.102458;TRUE;Hybrid;Elsevier;Artificial Intelligence In Medicine;;;0933-3657;;CC BY;Swiss Consortium Elsevier agreement
University of Basel;2021;10.1016/j.jinteco.2022.103706;TRUE;Hybrid;Elsevier;Journal of International Economics;;;0022-1996;;CC BY;Swiss Consortium Elsevier agreement
University of Basel;2021;10.1016/j.jcp.2022.111828;TRUE;Hybrid;Elsevier;Journal of Computational Physics;;;0021-9991;;CC BY;Swiss Consortium Elsevier agreement
University of Basel;2021;10.1016/j.cognition.2022.105358;TRUE;Hybrid;Elsevier;Cognition;;;0010-0277;;CC BY;Swiss Consortium Elsevier agreement
University of Basel;2021;10.1016/j.geb.2022.12.004;TRUE;Hybrid;Elsevier;Games and Economic Behavior;;;0899-8256;;CC BY;Swiss Consortium Elsevier agreement
University of Basel;2021;10.1016/j.evalprogplan.2023.102261;TRUE;Hybrid;Elsevier;Evaluation and Program Planning;;;0149-7189;;CC BY;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.memsci.2021.119548;TRUE;Hybrid;Elsevier;Journal of Membrane Science;;;0376-7388;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.ijpddr.2021.08.007;FALSE;Full;Elsevier;International Journal for Parasitology: Drugs and Drug Resistance;;;2211-3207;;CC BY;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.prosdent.2021.09.032;TRUE;Hybrid;Elsevier;The Journal of Prosthetic Dentistry;;;0022-3913;;CC BY;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.quascirev.2021.107260;TRUE;Hybrid;Elsevier;Quaternary Science Reviews;;;0277-3791;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.ekir.2021.12.003;FALSE;Full;Society;Kidney International Reports;;;2468-0249;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.ijid.2021.12.338;FALSE;Full;Elsevier;International Journal of Infectious Diseases;;;1201-9712;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.jclinepi.2022.02.005;TRUE;Hybrid;Elsevier;Journal of Clinical Epidemiology;;;0895-4356;;CC BY;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.icarus.2022.114977;TRUE;Hybrid;Elsevier;Icarus;;;0019-1035;;CC BY;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.jalgebra.2022.02.012;TRUE;Hybrid;Elsevier;Journal of Algebra;;;0021-8693;;CC BY;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.ejsobi.2022.103402;TRUE;Hybrid;Elsevier;European Journal of Soil Biology;;;1164-5563;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.tra.2022.03.025;TRUE;Hybrid;Elsevier;Transportation Research Part A;;;0965-8564;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.healthpol.2022.03.008;TRUE;Hybrid;Elsevier;Health policy;;;0168-8510;;CC BY;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.prosdent.2022.03.021;TRUE;Hybrid;Elsevier;The Journal of Prosthetic Dentistry;;;0022-3913;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.vetmic.2022.109419;TRUE;Hybrid;Elsevier;Veterinary Microbiology;;;0378-1135;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.vetmic.2022.109421;TRUE;Hybrid;Elsevier;Veterinary Microbiology;;;0378-1135;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.asr.2022.04.005;TRUE;Hybrid;Elsevier;Advances in Space Research;;;0273-1177;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.jdent.2022.104123;TRUE;Hybrid;Elsevier;Journal of Dentistry;;;0300-5712;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.econlet.2022.110498;TRUE;Hybrid;Elsevier;Economics Letters;;;0165-1765;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.eist.2022.04.005;TRUE;Hybrid;Elsevier;Environmental Innovation and Societal Transitions;;;2210-4224;;CC BY;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.placenta.2022.03.129;TRUE;Hybrid;Elsevier;Placenta;;;0143-4004;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.jmbbm.2022.105235;TRUE;Hybrid;Elsevier;Journal of the Mechanical Behavior of Biomedical Materials;;;1751-6161;;CC BY;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.mce.2022.111649;TRUE;Hybrid;Elsevier;Molecular and Cellular Endocrinology;;;0303-7207;;CC BY;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.jfbs.2022.100498;TRUE;Hybrid;Elsevier;Journal of Family Business Strategy;;;1877-8585;;CC BY;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.jiph.2022.04.005;FALSE;Full;Elsevier;Journal of Infection and Public Health;;;1876-0341;;CC BY;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.jdent.2022.104137;TRUE;Hybrid;Elsevier;Journal of Dentistry;;;0300-5712;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.prosdent.2022.04.015;TRUE;Hybrid;Elsevier;The Journal of Prosthetic Dentistry;;;0022-3913;;CC BY;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.concog.2022.103349;TRUE;Hybrid;Elsevier;Consciousness and Cognition;;;1053-8100;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.ecolind.2022.108943;FALSE;Full;Elsevier;Ecological Indicators;;;1470-160X;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.hlc.2022.04.052;TRUE;Hybrid;Elsevier;Heart, Lung and Circulation;;;1443-9506;;CC BY;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.jad.2022.05.029;TRUE;Hybrid;Elsevier;Journal of Affective Disorders;;;0165-0327;;CC BY;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.enpol.2022.113047;TRUE;Hybrid;Elsevier;Energy Policy;;;0301-4215;;CC BY;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.jhepr.2022.100508;FALSE;Full;Elsevier;JHEP Reports;;;2589-5559;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.envpol.2022.119521;TRUE;Hybrid;Elsevier;Environmental Pollution;;;0269-7491;;CC BY-NC;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.yjmcc.2022.05.011;TRUE;Hybrid;Elsevier;Journal of Molecular and Cellular Cardiology;;;0022-2828;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.jogoh.2022.102416;TRUE;Hybrid;Elsevier;Journal of Gynecology Obstetrics and Human Reproduction;;;2468-7847;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.prosdent.2022.05.021;TRUE;Hybrid;Elsevier;The Journal of Prosthetic Dentistry;;;0022-3913;;CC BY;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.ijppaw.2022.06.001;FALSE;Full;Elsevier;International Journal for Parasitology: Parasites and Wildlife;;;2213-2244;;CC BY;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.jpsychires.2022.06.022;TRUE;Hybrid;Elsevier;Journal of Psychiatric Research;;;0022-3956;;CC BY;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.maturitas.2022.06.008;TRUE;Hybrid;Elsevier;Maturitas;;;0378-5122;;CC BY;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.jtrangeo.2022.103390;TRUE;Hybrid;Elsevier;Journal of Transport Geography;;;0966-6923;;CC BY;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.jclinepi.2022.06.019;TRUE;Hybrid;Elsevier;Journal of Clinical Epidemiology;;;0895-4356;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.apgeochem.2022.105389;TRUE;Hybrid;Elsevier;Applied Geochemistry;;;0883-2927;;CC BY;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.cyto.2022.155961;TRUE;Hybrid;Elsevier;Cytokine;;;1043-4666;;CC BY;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.jevs.2022.104077;TRUE;Hybrid;Elsevier;Journal of Equine Veterinary Science;;;0737-0806;;CC BY;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.dcm.2022.100629;TRUE;Hybrid;Elsevier;Discourse, Context & Media;;;2211-6958;;CC BY;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.iccn.2022.103306;TRUE;Hybrid;Elsevier;Intensive & Critical Care Nursing;;;0964-3397;;CC BY;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.tvjl.2022.105887;TRUE;Hybrid;Elsevier;The Veterinary Journal;;;1090-0233;;CC BY;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.anbehav.2022.09.005;TRUE;Hybrid;Elsevier;Animal Behaviour;;;0003-3472;;CC BY;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.jss.2022.111515;TRUE;Hybrid;Elsevier;The Journal of Systems & Software;;;0164-1212;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.pss.2022.105580;TRUE;Hybrid;Elsevier;Planetary and Space Science;;;0032-0633;;CC BY;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.ecolecon.2022.107635;TRUE;Hybrid;Elsevier;Ecological Economics;;;0921-8009;;CC BY;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.healthpol.2022.10.003;TRUE;Hybrid;Elsevier;Health policy;;;0168-8510;;CC BY;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.landusepol.2022.106400;TRUE;Hybrid;Elsevier;Land Use Policy;;;0264-8377;;CC BY;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.renene.2022.10.091;TRUE;Hybrid;Elsevier;Renewable Energy;;;0960-1481;;CC BY;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.pss.2022.105593;TRUE;Hybrid;Elsevier;Planetary and Space Science;;;0032-0633;;CC BY;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.neubiorev.2022.104928;TRUE;Hybrid;Elsevier;Neuroscience and Biobehavioral Reviews;;;0149-7634;;CC BY;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.geodrs.2022.e00595;TRUE;Hybrid;Elsevier;Geoderma Regional;;;2352-0094;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.fsiml.2022.100111;FALSE;Full;Elsevier;Forensic Science International: Mind and Law;;;2666-3538;;CC BY;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.lrp.2022.102288;TRUE;Hybrid;Elsevier;Long Range Planning;;;0024-6301;;CC BY;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.forpol.2023.102965;TRUE;Hybrid;Elsevier;Forest Policy and Economics;;;1389-9341;;CC BY;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.jenvp.2023.102009;TRUE;Hybrid;Elsevier;Journal of Environmental Psychology;;;0272-4944;;CC BY;Swiss Consortium Elsevier agreement
University of Bern;2021;10.1016/j.pss.2023.105697;TRUE;Hybrid;Elsevier;Planetary and Space Science;;;0032-0633;;CC BY;Swiss Consortium Elsevier agreement
University of Fribourg;2021;10.1016/j.apnum.2022.01.004;TRUE;Hybrid;Elsevier;Applied Numerical Mathematics;;;0168-9274;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Fribourg;2021;10.1016/j.marpetgeo.2022.105630;TRUE;Hybrid;Elsevier;Marine and Petroleum Geology;;;0264-8172;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Fribourg;2021;10.1016/j.indmarman.2022.03.018;TRUE;Hybrid;Elsevier;Industrial Marketing Management;;;0019-8501;;CC BY;Swiss Consortium Elsevier agreement
University of Fribourg;2021;10.1016/j.scitotenv.2022.155093;TRUE;Hybrid;Elsevier;Science of the Total Environment;;;0048-9697;;CC BY;Swiss Consortium Elsevier agreement
University of Fribourg;2021;10.1016/j.jcis.2022.04.149;TRUE;Hybrid;Elsevier;Journal of Colloid And Interface Science;;;0021-9797;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Fribourg;2021;10.1016/j.chemgeo.2022.120899;TRUE;Hybrid;Elsevier;Chemical Geology;;;0009-2541;;CC BY;Swiss Consortium Elsevier agreement
University of Fribourg;2021;10.1016/j.lcsi.2022.100633;TRUE;Hybrid;Elsevier;Learning, Culture and Social Interaction;;;2210-6561;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Fribourg;2021;10.1016/j.heares.2022.108517;TRUE;Hybrid;Elsevier;Hearing Research;;;0378-5955;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Fribourg;2021;10.1016/j.enbuild.2022.112176;TRUE;Hybrid;Elsevier;Energy & Buildings;;;0378-7788;;CC BY;Swiss Consortium Elsevier agreement
University of Fribourg;2021;10.1016/j.ins.2022.05.072;TRUE;Hybrid;Elsevier;Information Sciences;;;0020-0255;;CC BY;Swiss Consortium Elsevier agreement
University of Fribourg;2021;10.1016/j.pragma.2022.07.006;TRUE;Hybrid;Elsevier;Journal of Pragmatics;;;0378-2166;;CC BY;Swiss Consortium Elsevier agreement
University of Fribourg;2021;10.1016/j.electstud.2022.102532;TRUE;Hybrid;Elsevier;Electoral Studies;;;0261-3794;;CC BY;Swiss Consortium Elsevier agreement
University of Fribourg;2021;10.1016/j.actao.2023.103896;TRUE;Hybrid;Elsevier;Acta Oecologica;;;1146-609X;;CC BY;Swiss Consortium Elsevier agreement
University of Fribourg;2021;10.1016/j.ijindorg.2023.102946;TRUE;Hybrid;Elsevier;International Journal of Industrial Organization;;;0167-7187;;CC BY;Swiss Consortium Elsevier agreement
University of Geneva;2021;10.1016/j.aop.2021.168552;TRUE;Hybrid;Elsevier;Annals of Physics;;;0003-4916;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Geneva;2021;10.1016/j.hansur.2021.11.009;TRUE;Hybrid;Elsevier;Hand Surgery and Rehabilitation;;;2468-1229;;CC BY;Swiss Consortium Elsevier agreement
University of Geneva;2021;10.1016/j.ctrv.2022.102350;TRUE;Hybrid;Elsevier;Cancer Treatment Reviews;;;0305-7372;;CC BY;Swiss Consortium Elsevier agreement
University of Geneva;2021;10.1016/j.xrrt.2022.01.005;FALSE;Full;Elsevier;JSES Reviews, Reports, and Techniques;;;2666-6391;;CC BY;Swiss Consortium Elsevier agreement
University of Geneva;2021;10.1016/j.parkreldis.2022.03.003;TRUE;Hybrid;Elsevier;Parkinsonism and Related Disorders;;;1353-8020;;CC BY;Swiss Consortium Elsevier agreement
University of Geneva;2021;10.1016/j.jenvp.2022.101783;TRUE;Hybrid;Elsevier;Journal of Environmental Psychology;;;0272-4944;;CC BY;Swiss Consortium Elsevier agreement
