institution;period;doi;is_hybrid;agreement;Delivered to Open APC (date)
University of Neuchatel;2020;10.1016/j.geoforum.2021.03.017;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Neuchatel;2020;10.1016/j.geoforum.2021.08.009;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Neuchatel;2020;10.1016/j.geoforum.2021.12.018;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Neuchatel;2020;10.1016/j.jbusres.2022.01.075;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Neuchatel;2020;10.1016/j.jclepro.2021.128380;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Neuchatel;2020;10.1016/j.jfa.2021.108999;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Neuchatel;2020;10.1016/j.jhydrol.2021.126241;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Neuchatel;2020;10.1016/j.jrurstud.2021.05.021;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Neuchatel;2020;10.1016/j.jrurstud.2021.06.015;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Neuchatel;2020;10.1016/j.jtbi.2021.110732;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Neuchatel;2020;10.1016/j.polgeo.2021.102569;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Neuchatel;2020;10.1016/j.jrurstud.2021.09.026;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of St.Gallen;2020;10.1016/j.chb.2021.106990;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of St.Gallen;2020;10.1016/j.compedu.2021.104296;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of St.Gallen;2020;10.1016/j.econmod.2021.01.011;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of St.Gallen;2020;10.1016/j.emj.2021.09.001;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of St.Gallen;2020;10.1016/j.enpol.2021.112547;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of St.Gallen;2020;10.1016/j.erss.2021.102098;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of St.Gallen;2020;10.1016/j.erss.2021.102300;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of St.Gallen;2020;10.1016/j.intaccaudtax.2022.100446;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of St.Gallen;2020;10.1016/j.is.2022.102013;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of St.Gallen;2020;10.1016/j.jaccpubpol.2022.106958;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of St.Gallen;2020;10.1016/j.jbankfin.2021.106311;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of St.Gallen;2020;10.1016/j.jbankfin.2021.106350;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of St.Gallen;2020;10.1016/j.jce.2021.05.002;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of St.Gallen;2020;10.1016/j.jcorpfin.2021.101894;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of St.Gallen;2020;10.1016/j.jesp.2021.104166;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of St.Gallen;2020;10.1016/j.jfineco.2021.04.016;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of St.Gallen;2020;10.1016/j.joep.2021.102403;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of St.Gallen;2020;10.1016/j.jpubeco.2021.104446;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of St.Gallen;2020;10.1016/j.jwb.2021.101221;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of St.Gallen;2020;10.1016/j.lrp.2021.102126;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of St.Gallen;2020;10.1016/j.qref.2021.05.004;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of St.Gallen;2020;10.1016/j.rser.2021.110908;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of St.Gallen;2020;10.1016/j.rser.2021.111107;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.agrformet.2021.108386;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.ahj.2021.10.187;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.ajoc.2022.101278;FALSE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.anbehav.2021.02.018;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.anbehav.2021.05.018;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.asmr.2021.01.029;FALSE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.atherosclerosis.2021.04.005;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.baae.2021.03.012;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.biopsycho.2021.108117;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.biopsycho.2021.108169;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.biopsycho.2021.108185;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.bpsc.2021.06.005;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.cag.2021.03.004;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.canep.2021.101962;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.canlet.2021.03.004;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.clinbiomech.2021.105340;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.clinbiomech.2021.105409;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.clinph.2020.12.027;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.clinph.2021.01.030;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.clinph.2021.02.396;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.cognition.2021.104769;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.cognition.2021.104986;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.cogpsych.2022.101464;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.comppsych.2021.152238;FALSE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.concog.2021.103223;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.csda.2021.107240;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.ctrv.2021.102189;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.dcn.2021.100958;FALSE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.dcn.2021.100959;FALSE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.earlhumdev.2021.105349;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.econlet.2021.109916;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.ejca.2021.02.037;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.ejmp.2021.06.014;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.ejrad.2021.109699;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.ejvs.2021.05.010;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.exis.2021.100980;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.fsigen.2021.102493;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.fsigen.2021.102498;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.fsigen.2021.102524;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.fsigen.2021.102537;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.geb.2021.11.002;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.gecco.2021.e01564;FALSE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.geoforum.2021.06.016;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.geomorph.2021.107783;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.gloenvcha.2021.102353;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.hansur.2021.04.002;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.healthpol.2021.07.014;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.heares.2021.108252;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.heares.2021.108272;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.humov.2021.102790;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.iccn.2021.103081;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.ijcard.2021.03.057;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.ijcchd.2021.100170;FALSE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.ijoa.2021.102974;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.ijppaw.2021.03.005;FALSE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.ijpsycho.2021.04.006;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.insmatheco.2021.03.013;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.intfin.2021.101340;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.jad.2021.04.075;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.jad.2021.05.065;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.jarmac.2021.08.003;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.jbankfin.2022.106426;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.jbiomech.2021.110395;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.jbiomech.2021.110494;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.jebo.2022.01.012;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.jecp.2021.105182;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.jenvp.2021.101684;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.jfi.2021.100945;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.jfi.2022.100965;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.jhydrol.2021.126717;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.jinteco.2022.103579;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.jmateco.2021.102540;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.jml.2021.104242;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.jmva.2021.104796;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.jnt.2021.05.018;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.joep.2021.102382;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.jort.2021.100479;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.jpsychires.2021.06.021;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.jse.2021.03.149;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.jvb.2021.103613;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.jvc.2021.03.004;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.jvc.2021.04.008;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.labeco.2021.101998;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.learninstruc.2021.101514;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.learninstruc.2022.101596;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.najef.2021.101527;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.neuroimage.2021.118051;FALSE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.neuroimage.2021.118111;FALSE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.neuroimage.2021.118186;FALSE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.neuroimage.2021.118194;FALSE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.neuroimage.2021.118207;FALSE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.neuroimage.2021.118281;FALSE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.neuropsychologia.2021.107892;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.nutres.2021.04.005;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.obhdp.2021.04.003;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.orl.2021.03.010;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.orthtr.2021.04.038;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.pacs.2021.100285;FALSE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.parint.2021.102356;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.pbi.2021.102053;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.pec.2021.06.018;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.physbeh.2021.113435;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.polgeo.2021.102368;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.psychres.2021.113845;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.pubrev.2021.102091;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.pubrev.2021.102124;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.puhe.2021.03.023;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.respol.2021.104298;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.socec.2021.101724;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.taap.2021.115568;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.talanta.2021.122358;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.tate.2021.103484;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.tbs.2021.12.002;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.theriogenology.2021.08.017;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.ttbdis.2021.101779;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.tvjl.2021.105741;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.urology.2021.04.059;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.ygcen.2021.113759;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.ygcen.2021.113822;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.ygeno.2021.06.010;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.ympev.2021.107203;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.zemedi.2021.04.002;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.jcp.2021.110216;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
University of Zurich;2020;10.1016/j.joca.2021.11.019;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
WSL - Swiss Federal Institute for Forest, Snow and Landscape Research;2020;10.1016/j.coldregions.2021.103299;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
WSL - Swiss Federal Institute for Forest, Snow and Landscape Research;2020;10.1016/j.dendro.2021.125823;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
WSL - Swiss Federal Institute for Forest, Snow and Landscape Research;2020;10.1016/j.ecolind.2021.107749;FALSE;Swiss Consortium Elsevier agreement;15.06.2022
WSL - Swiss Federal Institute for Forest, Snow and Landscape Research;2020;10.1016/j.ecolind.2021.107774;FALSE;Swiss Consortium Elsevier agreement;15.06.2022
WSL - Swiss Federal Institute for Forest, Snow and Landscape Research;2020;10.1016/j.foreco.2020.118666;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
WSL - Swiss Federal Institute for Forest, Snow and Landscape Research;2020;10.1016/j.foreco.2021.119179;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
WSL - Swiss Federal Institute for Forest, Snow and Landscape Research;2020;10.1016/j.forpol.2021.102553;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
WSL - Swiss Federal Institute for Forest, Snow and Landscape Research;2020;10.1016/j.gecco.2021.e01686;FALSE;Swiss Consortium Elsevier agreement;15.06.2022
WSL - Swiss Federal Institute for Forest, Snow and Landscape Research;2020;10.1016/j.jag.2021.102336;FALSE;Swiss Consortium Elsevier agreement;15.06.2022
WSL - Swiss Federal Institute for Forest, Snow and Landscape Research;2020;10.1016/j.landurbplan.2021.104137;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
WSL - Swiss Federal Institute for Forest, Snow and Landscape Research;2020;10.1016/j.landusepol.2021.105562;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
WSL - Swiss Federal Institute for Forest, Snow and Landscape Research;2020;10.1016/j.scitotenv.2021.145899;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
WSL - Swiss Federal Institute for Forest, Snow and Landscape Research;2020;10.1016/j.ufug.2021.127103;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
ZHAW Zurich University of Applied Sciences;2020;10.1016/j.apergo.2021.103390;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
ZHAW Zurich University of Applied Sciences;2020;10.1016/j.chb.2021.106830;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
ZHAW Zurich University of Applied Sciences;2020;10.1016/j.edurev.2021.100394;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
ZHAW Zurich University of Applied Sciences;2020;10.1016/j.frl.2021.102479;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
ZHAW Zurich University of Applied Sciences;2020;10.1016/j.gaitpost.2021.10.009;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
ZHAW Zurich University of Applied Sciences;2020;10.1016/j.infsof.2021.106665;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
ZHAW Zurich University of Applied Sciences;2020;10.1016/j.jclepro.2021.128479;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
ZHAW Zurich University of Applied Sciences;2020;10.1016/j.jwb.2021.101225;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
ZHAW Zurich University of Applied Sciences;2020;10.1016/j.physa.2021.126458;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
ZHAW Zurich University of Applied Sciences;2020;10.1016/j.rser.2021.111005;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
ZHAW Zurich University of Applied Sciences;2020;10.1016/j.scitotenv.2021.147497;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
ZHAW Zurich University of Applied Sciences;2020;10.1016/j.softx.2021.100947;FALSE;Swiss Consortium Elsevier agreement;15.06.2022
ZHAW Zurich University of Applied Sciences;2020;10.1016/j.trd.2021.102861;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
ZHAW Zurich University of Applied Sciences;2020;10.1016/j.zefq.2021.09.007;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
ZHAW Zurich University of Applied Sciences;2020;10.1016/j.qref.2021.08.007;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
ZHAW Zurich University of Applied Sciences;2020;10.1016/j.socscimed.2021.113830;TRUE;Swiss Consortium Elsevier agreement;15.06.2022
