"institution","period","euro","doi","backlist_oa","publisher","book_title","isbn","isbn_print","isbn_electronic","license_ref","indexed_in_crossref","doab"
"Pädagogische Hochschule Zürich",2025,11478.6,NA,FALSE,"hep Verlag","Schulen im digitalen Wandel","978-3-0355-2960-9",NA,NA,NA,FALSE,FALSE
"Pädagogische Hochschule Zürich",2025,7254.06,NA,FALSE,"hep Verlag","Herausforderungen für die Berufsbildung in der Schweiz","978-3-03905-994-2",NA,NA,NA,FALSE,FALSE
"Pädagogische Hochschule Zürich",2025,8694.32,"10.5281/zenodo.15193984",FALSE,"Klinkhardt","Lehrer:in werden. Trajektorien in den Lehrberuf","978-3-7815-6161-8",NA,NA,NA,FALSE,FALSE
"Pädagogische Hochschule Zürich",2025,6000,"10.5281/zenodo.12737939",FALSE,"Klinkhardt","Professionalität und Professionalisierung von Lehrpersonen","978-3-7815-6043-7",NA,NA,NA,FALSE,FALSE
"Pädagogische Hochschule Zürich",2025,17302.22,"10.5281/zenodo.17713508",FALSE,"hep Verlag","Qualität in Tagesschulen/Tagesstrukturen (QuinTaS)","978-3-0355-2674-5",NA,NA,NA,FALSE,FALSE
"Pädagogische Hochschule Zürich",2025,15069.51,"10.36933/9783035531046",FALSE,"hep Verlag","Schreiben auf Kurs","978-3-0355-3104-6","978-3-0355-3104-6",NA,NA,TRUE,FALSE
"Pädagogische Hochschule Zürich",2025,3958,"10.5281/zenodo.15165938",FALSE,""oekom verlag","Nachhaltige Entwicklung von Schweizer Hochschulen","978-3-98726-458-0",NA,NA,NA,FALSE,FALSE
"",,,"","","","","","","","","",""
"Pädagogische Hochschule Zürich",2025,2932.31,NA,FALSE,"hep Verlag","Leadership for Sustainability – Bildung für Nachhaltige Entwicklung in Bildungsorganisationen stärken","978-3-0355-2985-2",NA,NA,NA,FALSE,FALSE
"",,,"","","","","","","","","",""
