institution;period;euro;DOI;backlist_oa;publisher;book_title;isbn
Pädagogische Hochschule Zürich;2022;5.890,00;;FALSE;Beltz;Eltern und pädagogische Institutionen: Macht und ungleichheitskritische Perspektiven;9783779955221
Pädagogische Hochschule Zürich;2022;2.000,00;;FALSE;Beltz;Lesen: Prozess- und Produktperspektiven von der Wortebene bis zu multiplen Texten;9783779958376
Pädagogische Hochschule Zürich;2022;6.120,00;;FALSE;Beltz;Lehrer*innenbildung – (Re)Visionen für die Migrationsgesellschaft;9783779955245
Pädagogische Hochschule Zürich;2022;12.000,00;;FALSE;hep;Höhere Fachschulen in der Schweiz: Herausforderungen und Perspektiven;9783035521849
Pädagogische Hochschule Zürich;2022;4.403,00;;FALSE;Waxmann;Schul- und Berufspraktische Studien und die Fachdidaktiken: Verhältnisbestimmungen – Methoden – Empirie;9783830995845
Pädagogische Hochschule Zürich;2022;15.500,00;;FALSE;Kohlhammer;Bildungsgerechtigkeit inklusiv;9783170342781
