Institution;period;currency;bpc/bcpc;doi;publisher;full book title;titel;isbn;license_ref;url
Bern University of Applied Sciences;2025-05-02;;3995.38;10.3233/SHTI250211;IOS Press;"Healthcare of the Future 2025 :Cover 72802 Redefining Healthcare Delivery in the Digital Era";Development of an Assistance Robot for Fall Detection and Reporting in Healthcare;978-1-64368-593-9;CC BY-NC ;https://ebooks.iospress.nl/doi/10.3233/SHTI250211
