"institution";"period";"euro";"doi";"is_hybrid";"publisher";"journal_full_title";"issn/isbn";"issn_print";"issn_electronic";"url"
"Université de Lorraine";2024;530;"10.1016/j.cscm.2022.e00873";"FALSE";;;;;;
"Université de Lorraine";2024;1783,49;"10.3390/polym15224371";"FALSE";;;;;;
"Université de Lorraine";2024;2684,05;"10.1016/j.metabol.2023.155738";"TRUE";;;;;;
"Université de Lorraine";2024;2106,59;"10.3390/polym15204163";"FALSE";;;;;;
"Université de Lorraine";2024;1820;"10.1016/j.jiph.2023.11.027";"FALSE";;;;;;
"Université de Lorraine";2024;2437,21;"10.3390/app14020787";"FALSE";;;;;;
"Université de Lorraine";2024;2845;"10.1186/s12934-024-02322-3";"FALSE";;;;;;
"Université de Lorraine";2024;2472,01;"10.3390/app14104180";"FALSE";;;;;;
"Université de Lorraine";2024;2755,53;"10.3390/molecules29071552";"FALSE";;;;;;
"Université de Lorraine";2024;3092,88;"10.3390/foods13203305";"FALSE";;;;;;
"Université de Lorraine";2024;2545;"10.1186/s12909-024-05861-w";"FALSE";;;;;;
"Université de Lorraine";2024;2775,6;"10.1021/jacsau.4c00477";"FALSE";;;;;;
"Université de Lorraine";2024;1968,6;"10.1039/d4cb00075g";"FALSE";;;;;;
"Université de Lorraine";2024;984,3;"10.1039/d3ra08045e";"FALSE";;;;;;
"Université de Lorraine";2024;500;"10.61822/amcs-2024-0001";"FALSE";;;;;;
"Université de Lorraine";2024;2645;"10.1186/s13756-024-01385-6";"FALSE";;;;;;
"Université de Lorraine";2024;2260;"10.1002/hsr2.1644";"FALSE";;;;;;
"Université de Lorraine";2024;2999,44;"10.3389/fimmu.2024.1328212";"FALSE";;;;;;
"Université de Lorraine";2024;2445;"10.1186/s40659-024-00549-3";"FALSE";;;;;;
"Université de Lorraine";2024;2345;"10.1038/s41598-024-58915-w";"FALSE";;;;;;
"Université de Lorraine";2024;2993,37;"10.3390/foods13142233";"FALSE";;;;;;
"Université de Lorraine";2024;3025,2;"10.1093/molbev/msae236";"FALSE";;;;;;
"Université de Lorraine";2024;1360,9;"10.3390/jfb15060155";"FALSE";;;;;;
"Université de Lorraine";2024;3300;"10.1039/d4fo03161j";"TRUE";;;;;;
"Université de Lorraine";2024;2378,14;"10.3390/app14031160";"FALSE";;;;;;
"Université de Lorraine";2024;2345;"10.1038/s41598-024-71451-x";"FALSE";;;;;;
"Université de Lorraine";2024;2201,67;"10.1093/jacamr/dlae059";"FALSE";;;;;;
"Université de Lorraine";2024;2272,99;"10.1177/16094069241254012";"FALSE";;;;;;
"Université de Lorraine";2024;2770;"10.2147/ITT.S458278";"FALSE";;;;;;
"Université de Lorraine";2024;2345;"10.1038/s41598-024-60403-0";"FALSE";;;;;;
"Université de Lorraine";2024;2660,61;"10.1128/msystems.00445-24";"FALSE";;;;;;
"Université de Lorraine";2024;2810;"10.1002/jbio.202400264";"TRUE";;;;;;
"Université de Lorraine";2024;1524,27;"10.3389/fonc.2024.1335442";"FALSE";;;;;;
"Université de Lorraine";2024;3523,31;"10.1093/nar/gkae132";"FALSE";;;;;;
"Université de Lorraine";2024;644,56;"10.3390/jox14010016";"FALSE";;;;;;
"Université de Lorraine";2024;2545;"10.1186/s12935-024-03319-z";"FALSE";;;;;;
"Université de Lorraine";2024;2511;"10.5194/se-15-63-2024";"FALSE";;;;;;
"Université de Lorraine";2024;2845;"10.1038/s41524-024-01249-y";"FALSE";;;;;;
"Université de Lorraine";2024;2945;"10.1038/s43246-024-00485-5";"FALSE";;;;;;
"Université de Lorraine";2024;2453,83;"10.3390/su16093860";"FALSE";;;;;;
"Université de Lorraine";2024;1480;"10.14814/phy2.15935";"FALSE";;;;;;
"Université de Lorraine";2024;1885;"10.1080/15440478.2023.2294478";"FALSE";;;;;;
"Université de Lorraine";2024;831,75;"10.4236/eng.2024.164009";"FALSE";;;;;;
"Université de Lorraine";2024;2945;"10.1038/s43246-024-00573-6";"FALSE";;;;;;
"Université de Lorraine";2024;1000;"10.1016/j.jag.2022.102939";"FALSE";;;;;;
"Université de Lorraine";2024;546,18;"10.59671/MBULJ";"TRUE";;;;;;
"Université de Lorraine";2024;1040;"10.31038/JDMR.2023613";"FALSE";;;;;;
"Université de Lorraine";2024;3016,15;"10.29011/2574-7754.101837";"FALSE";;;;;;
"Université de Lorraine";2024;2366,98;"10.29011/2690-9480.100208";"FALSE";;;;;;
"Université de Lorraine";2024;1739,38;"pas de doi";"FALSE";"Stechnolock";"Archives of Materials Science Stechnolock";"pas d'issn";;;"https://www.stechnolock.com/article/Advancements-in-Emerging-Orthodontic.pdf"
"Université de Lorraine";2024;1753,96;"10.29328/journal.jsctt.1001044";"FALSE";;;;;;
